MAE,Estimator,n
6.417542797631675,MPLE,16384
841.0778417946784,MLE,64
784.075109278357,MPLE,64
3580.522812332717,MLE,128
1675.2275538109413,MPLE,128
1432.180495115328,MLE,256
520.5560327836861,MPLE,256
58.922309038656614,MLE,512
60.384223725688045,MPLE,512
62.59207330685233,MLE,1024
70.03730663108671,MPLE,1024
79.8403661044678,MLE,2048
79.55137602773713,MPLE,2048
23.332859752294063,MLE,4096
25.265646438482044,MPLE,4096
80.22763605550651,MLE,8192
157.44108269696017,MPLE,8192
20.71558581363076,MLE,16384
25.233551611231636,MPLE,16384
102.05227808694337,MLE,64
118.70330993991723,MPLE,64
28.647462578472794,MLE,128
27.499900182758772,MPLE,128
37.68422744648726,MLE,256
36.609382331412455,MPLE,256
31.606355309984526,MLE,512
38.15460380253376,MPLE,512
21.05605140350316,MLE,1024
22.0521841843681,MPLE,1024
40.94588384632364,MLE,2048
46.187476864433584,MPLE,2048
7.380179751850999,MLE,4096
7.753438063063623,MPLE,4096
4.260527155857838,MLE,8192
6.944250913835086,MPLE,8192
13.604247309628933,MLE,16384
11.841708679634523,MPLE,16384
30.309661575749406,MLE,64
30.537120079143076,MPLE,64
7.808764579320581,MLE,128
7.631880423831607,MPLE,128
8.821935605576769,MLE,256
8.049803251867566,MPLE,256
6.173306856778172,MLE,512
5.6827118693615075,MPLE,512
4.62571791938575,MLE,1024
4.139944727066671,MPLE,1024
2.468467936281657,MLE,2048
2.2558698180565124,MPLE,2048
1.977683175312999,MLE,4096
1.9025370157470864,MPLE,4096
1.3320219737699555,MLE,8192
1.2982295760620866,MPLE,8192
0.6655205977639489,MLE,16384
0.756654954734495,MPLE,16384
32.73047157720145,MLE,64
33.180553264762715,MPLE,64
9.175135502787086,MLE,128
10.567122300581845,MPLE,128
15.091363858765318,MLE,256
17.098823056077553,MPLE,256
9.412064728748373,MLE,512
9.134577452746008,MPLE,512
3.2542776028262748,MLE,1024
3.3788248236034373,MPLE,1024
4.260268620817772,MLE,2048
3.9991150677965437,MPLE,2048
2.2717958701052976,MLE,4096
2.0828797918798525,MPLE,4096
2.1989389663639054,MLE,8192
2.152941164367186,MPLE,8192
1.8128047885481418,MLE,16384
1.9129246090249872,MPLE,16384
258.06331246571693,MLE,64
298.9866866251048,MPLE,64
46.63320302125272,MLE,128
46.98519881827143,MPLE,128
25.4809304799133,MLE,256
25.380040796810487,MPLE,256
6.735467230393728,MLE,512
6.498397314172491,MPLE,512
9.169463817315133,MLE,1024
7.834623785597476,MPLE,1024
7.855527725687276,MLE,2048
8.535770972516596,MPLE,2048
2.838494736790588,MLE,4096
2.882942077384905,MPLE,4096
4.27671365328886,MLE,8192
4.0706810788380485,MPLE,8192
2.5211289990217027,MLE,16384
2.6180409746755484,MPLE,16384
37.60825017297824,MLE,64
39.59870574185538,MPLE,64
26.02310617689059,MLE,128
28.398477104491768,MPLE,128
50.047929302833765,MLE,256
55.39617181850696,MPLE,256
36.820926080073825,MLE,512
38.526683749662936,MPLE,512
11.384801875928302,MLE,1024
15.179549076936965,MPLE,1024
7.405322497882128,MLE,2048
8.802747209703293,MPLE,2048
7.749061968703382,MLE,4096
8.809154550167225,MPLE,4096
3.2366013903162414,MLE,8192
4.153028242662996,MPLE,8192
1.959479753367639,MLE,16384
1.7440816010658184,MPLE,16384
58.13302317161642,MLE,64
70.12535309258945,MPLE,64
90.71152091511131,MLE,128
104.23036478135917,MPLE,128
32.96800465695024,MLE,256
38.58764746519899,MPLE,256
28.268379961244477,MLE,512
28.410136122905342,MPLE,512
49.716953954133835,MLE,1024
48.31268319205671,MPLE,1024
15.401431415391649,MLE,2048
16.744777943045637,MPLE,2048
29.49121252325862,MLE,4096
36.94371390297823,MPLE,4096
34.90746805475515,MLE,8192
36.46184114064054,MPLE,8192
9.09915692116496,MLE,16384
11.227331542324642,MPLE,16384
2766.299570361049,MLE,64
1169.2161532858777,MPLE,64
122.9562751415443,MLE,128
344.09972977976156,MPLE,128
36.6368151197554,MLE,256
36.6163521283822,MPLE,256
49.51800667712466,MLE,512
41.796754084445155,MPLE,512
80.75043101619238,MLE,1024
105.6402533975707,MPLE,1024
93.1059011154602,MLE,2048
128.23845155300972,MPLE,2048
11.421285164847381,MLE,4096
44.8009023372235,MPLE,4096
8.642465550853206,MLE,8192
21.539673100042723,MPLE,8192
5.63147921298966,MLE,16384
16.913502550496133,MPLE,16384
9.146266142205528,MLE,64
9.72831215731289,MPLE,64
19.220947164082368,MLE,128
23.487070714156545,MPLE,128
5.182976869521202,MLE,256
4.977843648591796,MPLE,256
4.998532934357263,MLE,512
5.015467875763996,MPLE,512
4.2329800117157035,MLE,1024
4.393791782180802,MPLE,1024
2.581103293668453,MLE,2048
2.741465432346308,MPLE,2048
1.8377687623345564,MLE,4096
1.8103106536150582,MPLE,4096
1.3844183776198768,MLE,8192
1.4065554643841658,MPLE,8192
1.0503248959965583,MLE,16384
1.0363196008092221,MPLE,16384
15.997286494554976,MLE,64
18.396195036331,MPLE,64
7.234241626286475,MLE,128
8.31424453736607,MPLE,128
5.837854241859918,MLE,256
7.080819047350836,MPLE,256
3.511507727615426,MLE,512
3.8129761369172765,MPLE,512
2.4220639089106983,MLE,1024
2.6628655112234267,MPLE,1024
2.606170230302933,MLE,2048
2.514801982588442,MPLE,2048
1.7325853592403282,MLE,4096
1.7859530483189792,MPLE,4096
0.9201207994377308,MLE,8192
1.069344464606201,MPLE,8192
0.694593449800843,MLE,16384
0.6723997829943668,MPLE,16384
13.999543330169113,MLE,64
10.520994810749102,MPLE,64
22.261671215169162,MLE,128
22.841941926286964,MPLE,128
22.14689062849344,MLE,256
21.209133732817538,MPLE,256
5.252809973039149,MLE,512
6.041307064583903,MPLE,512
4.230889464411693,MLE,1024
4.59142965390147,MPLE,1024
3.1698917030673286,MLE,2048
2.8179247526120417,MPLE,2048
2.09681468142425,MLE,4096
2.3084469062654884,MPLE,4096
1.4605896480506344,MLE,8192
1.4353932656882904,MPLE,8192
1.5113026454235938,MLE,16384
1.582304844400916,MPLE,16384
56.938583043070075,MLE,64
45.76401058517733,MPLE,64
33.00226992751116,MLE,128
39.35456918186188,MPLE,128
28.48609887911432,MLE,256
23.072747947848736,MPLE,256
19.38047788273505,MLE,512
21.483293158017055,MPLE,512
9.915690079720726,MLE,1024
9.32131815607861,MPLE,1024
5.564010866759253,MLE,2048
7.268785884243464,MPLE,2048
11.647925800827252,MLE,4096
11.557733018403127,MPLE,4096
5.3649758277686015,MLE,8192
6.776458849530725,MPLE,8192
3.7706475343920114,MLE,16384
4.560438569178136,MPLE,16384
23.418797237993022,MLE,64
21.550397490586853,MPLE,64
22.09392887358777,MLE,128
20.43105845092796,MPLE,128
17.225177193423345,MLE,256
18.897675383582918,MPLE,256
7.687515946154018,MLE,512
9.315001745897147,MPLE,512
6.132411578301519,MLE,1024
6.701504866719986,MPLE,1024
5.035519705975758,MLE,2048
5.670180389288366,MPLE,2048
2.9595799145002033,MLE,4096
3.003234702151211,MPLE,4096
2.0075666508015795,MLE,8192
1.8861425070254758,MPLE,8192
1.5053587890812046,MLE,16384
1.596822861188955,MPLE,16384
1166.3101891256613,MLE,64
775.7116078956599,MPLE,64
84.02853990588471,MLE,128
85.66104657397086,MPLE,128
816.083543190156,MLE,256
744.6224904332938,MPLE,256
179.11412962226868,MLE,512
208.52121682163346,MPLE,512
1279.125825563492,MLE,1024
660.4817209237739,MPLE,1024
35.246963263019204,MLE,2048
36.260330845982544,MPLE,2048
73.4899930667505,MLE,4096
83.9404679200966,MPLE,4096
24.359464792092925,MLE,8192
24.41096527383861,MPLE,8192
7.934543542918906,MLE,16384
8.263962504981452,MPLE,16384
43.54079207250086,MLE,64
46.277840842831985,MPLE,64
16.40629219917579,MLE,128
21.311282599874023,MPLE,128
22.411109893276983,MLE,256
23.1209801614407,MPLE,256
11.131683949168307,MLE,512
11.089203308903246,MPLE,512
5.353250427010986,MLE,1024
6.528537578118321,MPLE,1024
5.211446237945619,MLE,2048
5.423805809939351,MPLE,2048
5.513734246075508,MLE,4096
6.719757509286719,MPLE,4096
3.0157371057078333,MLE,8192
3.645305035023472,MPLE,8192
1.4334962922741727,MLE,16384
1.9181492620641203,MPLE,16384
31.1519543961241,MLE,64
37.41160160218092,MPLE,64
16.87045498776265,MLE,128
18.815604712635295,MPLE,128
6.122098822829196,MLE,256
6.701771755873333,MPLE,256
6.317562004600921,MLE,512
6.060582044060122,MPLE,512
3.494439331227138,MLE,1024
3.7150481418034964,MPLE,1024
2.5483273226719043,MLE,2048
3.0046629794183937,MPLE,2048
1.2588180925573635,MLE,4096
1.0309605041341439,MPLE,4096
1.3672554118261893,MLE,8192
1.4372718260330308,MPLE,8192
0.7878717432275913,MLE,16384
0.7764825072957287,MPLE,16384
29.262193792796957,MLE,64
25.135257932390402,MPLE,64
13.578072644030668,MLE,128
14.981319581125966,MPLE,128
7.54479144647263,MLE,256
7.826747197331444,MPLE,256
8.094289299971038,MLE,512
7.274589220571686,MPLE,512
5.094816322983849,MLE,1024
5.710001750373991,MPLE,1024
3.573026286397565,MLE,2048
3.3010799878455264,MPLE,2048
2.3609823999840773,MLE,4096
2.379424821616446,MPLE,4096
1.8568509450251685,MLE,8192
2.000626069663352,MPLE,8192
1.6390401812901079,MLE,16384
1.5810771085747781,MPLE,16384
42.72243488795885,MLE,64
50.54914449134971,MPLE,64
11.59075558279378,MLE,128
12.907369047438875,MPLE,128
9.714447820681393,MLE,256
8.97622612337944,MPLE,256
10.481881634725818,MLE,512
9.490693460274027,MPLE,512
9.909938497236178,MLE,1024
9.704404200130764,MPLE,1024
3.8429691122402856,MLE,2048
4.105410029841539,MPLE,2048
2.543300457684265,MLE,4096
2.3363234260947188,MPLE,4096
1.9653381858084904,MLE,8192
2.0469985829813777,MPLE,8192
1.8516120546415344,MLE,16384
1.1251950763347711,MPLE,16384
