"test.bvec_p"
0.569308615083053
0.00269383412315642
0.455096409320307
0.145500122803648
0.0954893624013271
0.144196417353636
0.168978633772321
0.133033820780443
0.216318357534787
0.123391068579698
0.00138490787851198
0.926011610329769
0.78729254380327
0.353166244263656
0.113726727168495
0.124312477938228
0.984567583435467
0.980294003249709
0.126599146999266
0.360168874368301
0.0017173033452751
0.47732686946951
0.0788441161979729
0.00152351302563462
0.00144742953216536
0.209526442620715
0.327149563071057
0.00144816304057036
0.227634577994379
0.400432841580903
0.295847976344616
0.00143718824665125
0.223866870623541
0.331591019626393
0.114964872205471
0.282527873902676
0.124712838984029
0.26628763681349
0.302897335765777
0.0735709013860778
0.1635982133038
0.00131408118568161
0.374121070449555
0.119260699960703
0.0703151009817732
0.00124851747636969
0.81074996390593
0.108763370354505
0.276529661462564
0.105773552816441
0.269427189467657
0.344258430901025
0.159931460723502
0.400906665144165
0.68973136430937
0.14978699039928
0.263910668159629
0.147310258533886
0.976143389856027
0.00124727697585925
0.93603478927185
0.221802042584736
0.00135696688880164
0.191995213858121
0.146457351243122
0.497172666275967
0.548059615929216
0.962540940100182
0.355894742985817
0.328778596681458
0.189781890731743
0.247496326887938
0.0014065536710609
0.105458150191454
0.356966498349553
0.253667330731531
0.070460949518537
0.502003996301891
0.143539285786284
