"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79"
1,0.0518033080612463,2.36583571915419e-09,0.0394445742339588,2.52836603686404e-09,0.000122585940130273,0.537206210311302,0.00305106102653687,0.0114624217692073,0.0167565855037854,1.31139877166647e-45,1.35451231576539e-11,9.51068113573624e-10,5.60566017782172e-12,0.406016065808465,0.00543517485941385,0.000839873574883101,3.25323214253537e-67,0.689373308345161,2.3457498335246e-122,1.99945676446487e-24,1.06563755855042e-12,3.56075426519626e-06,4.75056295719304e-19,3.42068800806818e-17,8.0225979497565e-20,0.00983500830880797,7.37853562887861e-18,0.126296292809042,0.0193458181463398,2.17163213719545e-13,1.17861514795648e-18,0.135177048367869,3.95873130162049e-10,0.00247077277779353,0.000799050063117631,1.44884265011688e-05,0.00241137955373129,4.08323270734495e-18,3.26356443649653e-07,3.63079329189086e-40,5.90256412130086e-18,0.00189175913122731,1.19578223397858e-05,3.19581737410703e-08,1.91921429292367e-17,3.29510384558118e-20,0.00975539352317418,1.94758334815886e-39,0.0134576006901762,2.22570905633391e-40,8.78363842567413e-10,8.39232065186361e-44,0.0143336046241777,1.35229932846384e-26,0.0636915534882017,4.33694054645784e-43,0.828160325331131,0.000637362655706193,9.3444810527588e-21,3.35338893840743e-06,0.0245893384642589,3.76453128953221e-20,0.00306391529876376,0.68979292155144,3.10195610197814e-10,0.0113763981322403,4.99880350532613e-75,1.21303552690059e-14,0.00131397092726577,0.00268815730758696,0.00228543036972203,6.75987707117949e-22,0.14879447820075,1.5699920399826e-19,3.2645894992046e-16,1.99242285108626e-06,2.90750356358365e-19,0.786077310471296
0.0518033080612463,1,0.626754290787388,0.280091385838055,0.405499669643586,0.296470954784522,0.696694518112156,0.436513991105559,0.805102557500418,0.568497085578083,3.34421842459548e-61,0.0243532964320608,0.46071102421316,0.776382338396105,0.782885144582754,0.663880262285179,0.423409987185272,0.715442716360856,0.94656069890566,0.614326712410557,9.73294084402768e-49,0.956050863271753,0.823535646495528,3.24396964669712e-45,2.44490107379757e-45,0.878416494998864,0.933222456288334,2.48190861225772e-45,5.2735527580197e-05,0.874410772419813,0.971971869908495,5.53585738844579e-45,3.45335010576587e-05,0.997173737372984,0.498220555050449,4.51993401407284e-06,0.209619325766282,0.923884126969564,0.920049003968909,0.586890909546416,0.866503598051021,2.8224253673347e-46,0.00106964202163133,0.219893762279962,0.543010499276708,1.12396869447852e-47,0.810411133794428,0.515103585680103,0.982805040943802,0.5161943856258,0.982266623321566,0.811779476050419,0.865793994803598,0.00817709488646843,0.317359116840057,0.53341461121069,0.990361723986748,0.55278291850242,0.474876890524299,3.35035583863517e-47,0.564849347322335,1.54458915747706e-05,6.75082427249533e-49,0.703088621873797,0.531331519432675,0.953071392501289,0.00428943322247514,0.575602717921434,0.812742394350598,0.899094525307459,0.730368596840582,0.998831143982465,3.76251124772079e-48,0.642732358654224,0.934141535856828,0.949167778375808,0.661801223355238,0.975414518780064,0.575946203067461
2.36583571915419e-09,0.626754290787388,1,0.447656584848445,0.464043354418598,0.0648040325175134,3.25136492137977e-100,4.10380993075333e-05,0.355916974394086,0.000866280666069729,0.879039458842731,0.000100033837100613,3.31670859762976e-06,4.39464818975647e-34,1.19972949904102e-85,2.94001782243701e-06,1.10837404374491e-29,0.000703881899402945,0.670638367138116,9.61467026554849e-05,0.901463983365174,3.60349751473177e-47,0.00820579985000117,0.686272344187114,0.77323776107888,7.86685387659467e-07,7.50958395530402e-12,0.73587758913655,1.70356179068781e-05,5.88587884359161e-17,2.02402258665858e-34,0.975857025681393,7.79725620595145e-06,0.0016970257075321,0.168667849819176,0.156281509188762,0.0163458417586362,5.830831673837e-25,0.245838459036853,0.307655047030234,0.133117739480121,0.597896289937226,1.72365318921201e-36,0.00571502957949734,0.156726707352085,0.775645845823218,8.89206561705037e-83,0.129098577200056,0.518675311823189,0.162790560080506,0.418859121780182,3.18858205765672e-32,0.4852539646053,6.61520921207521e-10,6.50229190964342e-07,2.98505068590922e-73,0.232840656282295,7.27776388651577e-08,3.72608149532673e-66,0.899761271597601,0.000251199424842395,0.000100032224727956,0.907432157907347,0.783949624641616,5.55342954455827e-08,1.51894887635661e-05,8.28304309044233e-07,7.86221503081167e-26,1.00700338902235e-33,5.31408871056652e-20,0.770888265635276,2.34040279814192e-19,0.747828996796778,2.1870879096572e-75,3.18076092081869e-42,2.09104862525736e-34,0.147219480234724,2.28306484505228e-21,9.8474450170212e-08
0.0394445742339588,0.280091385838055,0.447656584848445,1,0.000106999424427931,0.0991024822039615,0.00712726730267365,0.427674910696759,0.000267083193454911,0.989883658946861,0.314664865372372,3.22744434686571e-05,0.00115706500626184,0.265554470296911,0.00275521083228424,0.739943549172769,2.40087074773309e-05,1.49826466389731e-24,1.84745477067031e-167,0.297256898427831,0.454707526374521,0.379242691995271,0.000347112483583853,0.481433519336188,0.52130155210609,8.50867094172872e-53,1.35410107850869e-80,0.281450021714894,0.0952999299430625,0.290309714753274,0.858905182093229,0.29388297901588,0.105652689507299,0.835431220317726,1.52184474965242e-134,2.157636128606e-59,0.72914710250234,0.192054546777132,1.12726328906066e-34,0.000982000171795025,0.175699129266091,0.446602622991428,0.025082691136468,0.840933806144384,0.000977267245641702,0.447452200980149,1.30211106514274e-28,5.7326538673848e-135,0.0509025858587883,8.96241849819345e-139,0.0381864589509355,0.0837647849447256,0.189550701399834,0.000542565079022034,0.0164195192698501,0.00878380053577251,0.039225872055288,0.00138186164338913,1.92806534831635e-08,0.530519614397504,5.23772632350109e-09,0.0315556884564065,0.621145450085188,0.00164703078241021,0.00770353307438086,0.0039230370566941,2.15947440025145e-35,1.27337035075161e-08,0.793302327982963,0.345657720492049,0.00344544122444248,0.0809097803959055,0.664753319865322,0.0353952274532215,0.232016178463559,0.0142221782054263,0.00539474919781441,2.76978123220506e-35,0.0447600564070958
2.52836603686404e-09,0.405499669643586,0.464043354418598,0.000106999424427931,1,0.00981370782365839,0.00165911192193226,0.000153834925976128,0.00164191977354712,0.000778667906571336,0.717541602401158,5.07585357151077e-32,6.64023548122219e-33,0.112833077833216,0.28985633155308,4.56256849436444e-05,1.2047246111651e-19,3.52235101637371e-22,0.0417246454342795,0.44099570296105,0.171711251250092,0.00723726408185281,3.45120631420066e-207,0.750675773119944,0.840278274239303,0.673661495681319,0.0495650246592686,0.750160387799858,5.81453375996507e-85,0.0403637859896019,4.05111335848117e-61,0.531240829894423,2.11718349694689e-82,0.434302838209235,0.0584519807116966,2.11316148558961e-05,0.000275476410218886,0.41634066120237,0.201728447162964,2.50256696204455e-166,0.00142742708775255,0.665651718555222,4.57819578756423e-05,0.000219813485808486,6.56447877454556e-167,0.654669082300381,1.79235530758164e-18,0.0533553540617932,0.006303152102971,0.047931979224768,0.00542774511833819,0.816860995945055,0.00207798379674899,0.00237741497644084,6.10879413459103e-24,0.00472889592546972,0.00573316407707415,0.0028401233695606,3.25640314182937e-31,0.823380255672783,8.64739163354292e-09,2.70226266232573e-80,0.838989419969177,0.00505782084805081,0.00384227842648463,2.2017527346744e-05,1.54894792461993e-61,2.06620520038626e-17,1.00145205784274e-95,0.745896785947572,0.00876265278886336,0.301408363937352,0.949338347790963,0.43583063181201,0.430718076826408,0.578852973441599,7.45223681407268e-175,0.000412255111788765,0.006939532546472
0.000122585940130273,0.296470954784522,0.0648040325175134,0.0991024822039615,0.00981370782365839,1,0.150731416270128,6.8272919877418e-184,0.00389098900349526,1.86255361678057e-159,0.861014102576441,1.22255001412698e-09,2.97650856216887e-10,0.738133914225087,0.0134621141712363,3.1078705306985e-143,3.9682183106477e-10,5.3386685162342e-10,0.787977621603254,0.256273602241282,0.200479938466276,0.701238639797656,0.144917445948888,0.156823524782028,0.176774972662614,1.52113131006972e-44,0.127426843105067,0.17077096021131,0.0727568793182082,0.208930590746972,0.662219132427408,0.165969497498182,0.173998853828003,0.48970922544683,0.415064164505749,2.61823364306259e-09,8.42838875429991e-127,0.630744679994094,0.000457675609470186,0.11128923420717,0.038774890608532,0.161791683930784,5.58141512458565e-06,4.74183545917543e-130,0.0990428928426179,0.137726791820216,1.35323260509116e-18,0.60050512623444,0.00052810347107824,0.646804012829073,0.000322864917059849,1.8883750144794e-71,0.0317531543171582,0.563006584009038,0.000499441466696177,0.497102246262918,0.000605961442225299,0.000646974138716895,2.39182830283286e-07,0.22461729695422,1.80977301489679e-06,0.15943117614557,0.284153894621122,0.00147468568617909,0.000659492532037532,0.552138548434256,1.67406029885939e-07,2.78168591149875e-07,0.169658699159512,0.0725610768215577,0.00327319038615178,0.424354573193741,0.38614102751345,0.00808290514738889,0.0107266806716129,1.91349611434262e-51,0.149263043543262,2.08505733623114e-24,0.000723635861739069
0.537206210311302,0.696694518112156,3.25136492137977e-100,0.00712726730267365,0.00165911192193226,0.150731416270128,1,0.488215749169457,0.0116679645922841,0.670915011594372,0.00711842891718455,3.62062551529501e-09,0.0143786123557395,0.983789487734085,0.205578664484086,0.529120177992977,4.84279469131034e-14,2.8508206102892e-19,0.0251014076215348,0.227749835508552,0.075225588852402,0.17521950977754,0.00726401966737914,0.0725604350518927,0.111489117925664,0.0188697738594538,0.0168481912623476,0.17345319318069,0.0116763775014657,2.90014984924266e-05,0.210429140840181,0.0395088967442085,0.0694579973129597,0.102863270812866,0.0131779365275447,0.228336986801189,0.989665360206894,2.17464621557224e-66,0.954862848549271,0.00976377784351088,0.0166969196218506,0.110361594774168,2.66776472094659e-78,0.69109830274333,0.0118652684304162,0.196207082869114,6.36487269540762e-23,0.0220830631642257,0.00421814417802098,0.0274824955841328,0.00449895257930714,0.000569136782026704,0.022846838938818,1.46637457990114e-05,1.98119633296657e-05,8.72133390859252e-119,0.00264299031678032,0.671727102748854,4.94909719283022e-13,0.194652231843938,1.26088714240092e-25,0.0234375285946362,0.214917850293442,0.00239037883930646,0.438198088196275,1.61558204457403e-05,0.000576109570624679,2.07892864427898e-19,3.49361339164052e-66,0.168219794867121,0.0031607294740167,3.70278613452975e-62,0.196085052043791,0.140033859468928,1.6461658893947e-74,1.29281250926854e-64,0.0468536351076018,4.26879709780991e-07,0.458467072205828
0.00305106102653687,0.436513991105559,4.10380993075333e-05,0.427674910696759,0.000153834925976128,6.8272919877418e-184,0.488215749169457,1,0.0166783891403686,8.60444218932723e-150,0.331454216379167,7.92362654466616e-05,2.67530053846272e-07,0.953348244885154,0.0974995655936143,1.39726732989019e-142,4.33548173911970e-11,3.2591981280636e-09,0.464672396809805,0.896490028897546,0.442421942795775,0.603968628160752,0.0603373923911852,0.393510313748585,0.391021047729057,3.91585072222667e-56,0.196426093201724,0.351399550592274,0.0824600132090736,0.353615581820147,0.755999883021384,0.455603091091413,0.135231472912565,0.743656900392542,0.239210791671014,5.68465341615433e-07,8.52881485589382e-132,0.352511081252487,0.00150708443618269,0.0148188199266828,0.125088072240514,0.308743477751516,2.77250325120892e-05,4.32769040100966e-134,0.00952742801235906,0.215367045861382,1.83349491954231e-16,0.4605411778627,0.0249738645576901,0.499513627519779,0.020279414165114,7.19808886093867e-67,0.0964220749347203,0.915900214754418,0.00378367172327311,0.56259590358623,0.0288407241438794,0.00517973867052321,5.47194394354638e-07,0.323257464514246,8.61889780468431e-05,0.177419645194292,0.415269095203773,0.0348198245360005,0.00552144096134585,0.617966179389678,2.20442656212371e-08,1.92044662241136e-09,0.108139038374952,0.210949195217034,0.0480793448288249,0.341006036518833,0.485575282986009,0.0749171838775802,0.00760669096275059,2.99731966028247e-55,0.0155214377660186,1.40652726683375e-26,0.00457874728067466
0.0114624217692073,0.805102557500418,0.355916974394086,0.000267083193454911,0.00164191977354712,0.00389098900349526,0.0116679645922841,0.0166783891403686,1,0.00113002883849062,5.36303685131278e-06,1.72761573760798e-22,9.91850184523508e-34,1.68224759202314e-73,0.977192617563556,4.48944701787523e-05,8.20233177280198e-21,3.64628534447354e-10,0.00029748290324514,0.821031316064084,0.00181739165928095,3.89561560409643e-05,0.0032429752888485,0.010059080556385,0.0189187398672201,0.846895782230052,0.223218907725345,0.0364190064833088,0.163399213358848,3.24238197137174e-06,0.000906873994636125,0.0401395437208117,0.176731909758015,1.29936474590975e-68,0.00816748539947095,0.650936438070268,0.0116402831922203,0.496935852278536,0.0708408723724284,0.0188694629984738,0.66444223734371,0.0615190901418896,0.714975709985547,0.0100720793281353,0.018391058804974,0.0613423555363582,2.30935546637384e-10,0.0127592747557568,0.0109143367484846,0.016677064978031,0.011618104706348,0.00344918327984691,0.87599353336324,0.00673591371792428,3.63633459780133e-11,0.0423747715536883,0.0118272484754015,0.214395248337383,1.73248901739811e-09,0.0906376460924927,1.65820385521185e-19,0.108277089655502,0.106147315019705,2.51567972598596e-114,0.319314084224744,1.03655238979266e-30,0.00195658835250032,6.0814270053016e-21,0.960756610255003,1.35999600644264e-62,1.70484717966637e-116,0.391088874359502,0.149924985840424,0.76443120125017,0.297507920382248,0.728170191407361,0.0718826402876337,4.62781446976262e-07,0.291860519612663
0.0167565855037854,0.568497085578083,0.000866280666069729,0.989883658946861,0.000778667906571336,1.86255361678057e-159,0.670915011594372,8.60444218932723e-150,0.00113002883849062,1,0.294911575606762,2.2168319694977e-10,2.05515372620116e-14,0.395551069950678,0.00817637187915179,1.29191912259708e-141,3.59183962993368e-06,5.17287731847534e-11,0.504335786687187,0.859270156133013,0.302962937073917,0.998735649378595,0.0376381742583542,0.361699708207782,0.357953127346058,3.51975746175645e-56,0.191648764043809,0.346319968925095,0.348815606044925,0.267356474827975,0.668000743437158,0.566042809005502,0.316979303384238,0.261402059153528,0.230487976557292,3.55558900582532e-06,6.46644231933104e-136,0.296754800390239,0.00410184902618297,0.0128017875697125,0.11108705733463,0.383628536511756,6.00114971898816e-05,1.76023624553752e-136,0.00908014944064995,0.305971727641034,7.68385265715895e-14,0.33016077665647,0.0455953239992934,0.37170932860646,0.037740114406001,1.78550522867284e-67,0.0888790379807906,0.840635157070245,0.0225349508651926,0.918761882606615,0.0529146381288078,0.00977798531408876,6.21178291892649e-09,0.406545912614788,0.000220698224874629,0.367088921001253,0.529212233772899,0.0438521486724726,0.00819291169301489,0.0743924967316462,1.44077399695847e-06,3.66587943817836e-10,0.196478350136493,0.500950398449453,0.0384939806799625,0.44815527752453,0.509635506153255,0.0800721504190642,0.0196599961424282,2.71469212981622e-57,0.00887856509784228,1.24202852217356e-26,0.00488447543567737
