"b"
0.409758500598323
-0.778899364999819
-0.645660304251927
-0.830436575001763
-0.828273973337385
-0.861151155189053
-0.890165023529288
-0.881400012887631
-0.904892550467895
-0.903445983548638
-0.822639755547285
-0.0612821113084703
-0.2616643284303
-0.710201891321357
-0.894278408176715
-0.901681460618116
-0.0148529746568486
0.0165277235786612
-0.866464742659673
-0.726997490034293
-0.806199936979644
-0.709741543958311
-0.871118623312201
-0.814935088431582
-0.818777410638125
-0.684169720254014
-0.622740133565669
-0.818881885017435
-0.591915687053564
-0.656573304328253
-0.672523509434909
-0.81931460956778
-0.596584958364726
-0.716601588976449
-0.893849966580565
0.619347625796227
-0.900622428466528
-0.642819633328314
-0.707226914635665
-0.886238985929689
-0.925973682924413
-0.825979248392149
-0.620967323075484
-0.913565976094673
-0.896406079729942
-0.829739841560466
0.201948624655223
-0.90927107610759
-0.993061673255904
-0.917052202661842
-1.00794863648446
0.722781353293164
-0.933790854260368
-0.586173740661139
0.317221185199032
-0.931125612482165
-1.01946285718122
-0.909388674312333
-0.0240547801860825
-0.829902961264771
-0.0656342445623937
-0.599309240145621
-0.823674686023345
-0.952510948872599
-0.911036600489502
-0.467476033074332
-0.38648603604348
0.0349876305486786
-0.686626226329067
-0.709649517423479
-0.957192102851136
-0.668513888953598
-0.821071841957393
-0.914200568389585
0.734101479150761
-0.713331949154363
-0.895814569510595
-0.498155068386758
-0.917228237601043
