# 0.00700324, 3.3995, 0.605417, 0.915817, 1.00726, 0.812046, 0.674875, 0.583945, 0.902212, 0.970441, 0.891836, 0.597608, 1.18441, 1.22492, 0.788054, 0.741528, 1.17737, 1.13907, 1.11075, 1.21386, 1.52913, 1.40282, 1.6005, 1.42476, 1.96278, 1.95585, 2.55944, 1.94285, 2.42698, 2.23795, 0.740942, 0.895003, 1.06575, 1.07473, 0.886983, 1.1123, 0.987937, 1.11804, 0.865784, 0.823951, 1.00592, 1.02486, 0.00113017, 0.654877, 0.000240548, 0.16058, 0.00235143, 0.521848, 0.00273078, 0.638271, 0.00197147, 0.285628, 0.00282145, 0.600664, 0.00195686, 0.45622, 0.00183458, 0.56029, 0.00278529, 0.571428, 0.0042411, 0.801312, 0.00548488, 0.780036, 0.00251498, 0.597348
-102.358,0.99157,0.0872615,6,63,0,132.754,0.118656,2.68116,-0.460642,0.225328,-0.688811,-1.5808,-0.642481,-4.36251,-3.9061,-0.62566,-1.68239,-0.550051,-1.18028,0.438758,-2.15736,-0.566613,-1.59258,-3.48262,-2.84928,1.08481,-0.745149,-0.88532,2.05922,-2.36089,1.31121,-1.54664,-2.68973,-4.40298,-3.88226,-1.34913,-0.507616,0.726597,0.202086,-0.273398,-0.484692,-0.00497868,-2.75813,-2.09463,-2.12728,0.577397,-3.01837,0.64357,-0.0979096,1.42138,-0.0399968,1.0717,-0.168201,-0.261659,-0.0847154,-0.131554,0.03177,0.0901083,-0.0263326,-0.20823,-0.121393,-0.112967,1.93152,2.61976,0.497682,1.01164,-2.30985,-2.66937,-2.87979,0.0553119,-1.54767,-0.311413
-94.0423,0.918041,0.0872615,6,63,0,128.461,0.194713,0.192816,0.680232,0.699075,0.45909,-0.656678,-1.33571,-1.16796,-1.94514,-0.665382,0.0177381,1.79891,-0.282781,-0.45341,0.581527,-0.162122,-0.771952,-1.88519,-3.89441,-0.631182,-1.58338,-1.03063,-1.38035,0.115333,-1.10051,0.0489407,-1.96946,-0.817941,-2.11592,-0.106529,-2.64734,0.333112,1.17497,-1.21798,-1.56622,-0.161022,-0.16086,-0.407498,-2.30706,-1.79763,-1.4942,0.100066,-0.0624334,0.544857,-0.0373609,0.621335,-0.184311,-0.158653,-0.0979058,-0.177369,0.00180309,-0.0922183,-0.0221127,-0.110456,-0.142661,-0.143098,2.15364,1.15726,0.0779071,1.76249,-3.22932,-2.47453,-2.71942,-0.458494,-0.533404,-0.234439
-91.4012,0.908746,0.0872615,6,63,0,134.025,0.230694,0.603005,-0.753318,0.430969,0.201699,-0.123362,-1.96448,-4.11507,-1.80997,-0.69226,-1.15402,-0.21437,-1.66587,-0.715526,-0.61292,0.272727,-0.987268,-1.68147,-1.87923,0.0993219,0.840002,0.181018,1.05874,-0.986624,0.852917,-0.540591,-0.341957,-0.304324,-1.29834,-1.04419,1.95881,0.566018,-1.62936,0.574927,0.534216,-0.202756,-0.897217,-1.96017,0.468979,0.898194,-0.316482,-0.622239,-0.0392416,0.736314,-0.0588794,1.36926,-0.146391,-0.219022,-0.166774,-0.199252,-0.040968,-0.0483106,-0.130866,-0.215308,-0.24125,-0.233706,1.93706,2.31286,1.14453,1.11037,-1.87831,-3.05476,-3.02967,0.416099,0.234594,0.728397
-98.1651,0.981921,0.0872615,6,63,0,119.478,0.17153,1.44952,0.775667,0.785523,0.560498,-0.441655,0.046645,0.269416,-1.47508,-0.491584,-0.197595,1.01078,-0.793404,1.36381,0.989804,-0.141332,-0.638565,-2.42178,-1.53417,0.6269,-1.14426,-0.950307,-0.753829,0.747354,0.206493,-0.365513,-1.69971,-2.83345,-1.86106,0.169783,-2.22602,0.713906,2.19023,0.0108339,-0.446332,0.610682,0.106408,0.175907,-3.32998,-0.957594,-0.357539,0.207513,-0.0613901,1.32603,-0.0526575,1.59692,-0.211866,-0.267162,-0.143538,-0.216165,-0.00706485,-0.0744526,-0.0233733,-0.289582,-0.175765,-0.191005,2.3776,2.17852,0.271969,2.43615,-2.33468,-2.57432,-4.11426,-0.152147,0.234181,0.916923
-96.6897,0.982889,0.0872615,6,63,0,130.466,0.127727,2.9296,0.0621948,-0.370748,0.844311,-0.658823,0.10622,0.63656,-1.52564,0.0495946,0.125066,-0.667386,-1.23396,-0.40284,-0.517448,-0.160114,0.0536105,-1.81098,-2.43434,0.31223,-0.974438,1.61851,1.15486,-0.098012,0.337218,-0.644567,-1.18621,-2.40394,0.332798,2.08376,1.88104,2.96701,-0.658968,1.37438,-1.03273,0.362276,-0.548795,0.777413,-0.775414,0.215128,-0.176803,1.39541,-0.0281179,0.984779,-0.0192911,0.677277,-0.227442,-0.192561,-0.174456,-0.236018,-0.0086869,-0.0649999,0.00108676,-0.232778,-0.22419,-0.256977,2.78786,1.64275,1.0266,2.23084,-2.09577,-1.35216,-2.75395,-0.0922561,0.974848,1.28468
-105.085,0.961613,0.0872615,6,63,0,132.437,0.107123,0.831725,-0.117191,1.69414,0.296541,0.204113,-1.56365,-3.99514,0.305656,-0.170536,-0.779188,1.8898,0.273379,0.590197,0.849298,0.315937,-0.334873,-2.29829,-2.95499,0.869844,2.63087,-1.73182,0.236228,-0.103049,1.00144,0.693339,0.254298,0.384909,-1.60915,-2.03511,-1.91834,-1.16962,1.63817,-0.715852,1.53641,0.136027,-0.630835,-0.777223,0.112428,0.308073,0.124826,-0.720702,-0.0276342,0.656574,-0.0657135,1.46605,-0.175718,-0.16887,-0.0838913,-0.134701,0.0173229,0.0412921,-0.023169,-0.138063,-0.171679,-0.0833204,2.73076,1.16786,0.254489,0.971968,-1.7296,-3.9325,-2.37708,-0.117585,-1.28379,-0.338985
-93.9623,0.900407,0.0872615,5,31,0,135.261,0.223434,0.96244,0.0311613,-0.447549,0.486136,-1.70153,-0.407336,0.227108,-4.68129,-0.84494,-0.928238,-0.316896,-2.41592,-0.0605329,-1.23133,0.890209,-1.18985,-2.92384,-2.10962,-1.1202,-2.49576,-0.431367,0.357136,0.114373,-0.476112,-0.512332,-2.47317,-3.47828,-2.36834,-0.900701,-0.600704,0.809387,-1.3633,1.08128,-1.30388,-0.0476676,-1.99219,-2.11716,-3.02426,-0.679647,-0.979711,-0.177315,-0.0548978,0.661707,-0.044766,0.982133,-0.114385,-0.18567,-0.111169,-0.256759,-0.0103884,-0.0787521,-0.0844414,-0.130932,-0.242094,-0.17859,1.48564,1.66614,0.433674,2.87889,-2.97797,-3.01086,-2.94399,-0.350632,1.21068,0.565118
-95.9333,0.94829,0.0872615,5,63,0,128.318,0.229418,0.399531,0.649986,-0.46046,1.04988,-1.78472,-0.0278998,-0.560804,-3.08841,-0.55562,-0.472552,-0.542673,-1.6864,-0.337749,-0.647965,1.0114,-1.53691,-2.86531,-1.4492,-1.32532,-2.10309,-0.371596,-0.121989,0.375628,-0.0769818,-0.514839,-1.79639,-3.04041,-2.30469,-0.939554,-0.462697,1.15723,-1.02634,0.753617,-0.675741,-0.0576486,-2.20817,-1.4773,-2.6561,-0.514014,-1.74515,0.0935185,-0.0707637,0.750762,-0.0552287,0.908712,-0.12767,-0.155817,-0.124744,-0.29259,0.0102011,-0.0501165,-0.0701388,-0.126021,-0.280815,-0.197887,1.32181,1.41317,0.651055,3.61289,-3.24035,-2.86991,-2.51187,-0.558008,0.9774,0.819217
-96.1003,0.999624,0.0872615,6,63,0,122.93,0.130647,2.91264,-0.610423,0.829636,-0.717178,-1.38967,-1.25171,-2.24935,-0.398059,-0.204317,-1.28251,0.980752,-2.25595,-0.0705876,-1.32232,-0.36388,-0.236935,-0.72279,-3.00421,-0.167685,1.3247,-0.817744,-1.14851,-1.98156,0.0548398,-1.1876,-0.918198,1.06089,-0.564535,-1.56765,-0.662009,-0.818051,0.441884,0.254243,-0.678583,-1.42427,0.705476,0.108294,0.543585,-2.22224,-0.412139,-0.419837,-0.0234529,-0.405487,-0.0479917,1.56701,-0.107296,-0.23217,-0.137213,-0.23199,-0.0305938,-0.0209314,0.0136054,-0.159494,-0.291083,-0.266884,1.32123,2.03246,1.4335,2.42862,-0.957137,-3.19952,-4.04866,-0.283661,-0.692216,1.49541
-102.201,0.725342,0.0872615,6,63,0,132.547,0.125817,2.17803,1.11366,-0.325021,0.857805,1.23271,-1.13217,-1.31177,-0.237071,0.484764,0.851691,0.544174,0.124235,0.406168,0.611842,0.56998,-0.220046,-2.70041,-2.42713,-0.609913,0.897626,-0.0938777,1.53213,-0.24773,1.17432,0.27682,-0.314526,0.712463,-0.629014,1.48014,0.885197,0.964558,-0.265072,0.807964,1.50107,3.18928,-0.406285,-0.723065,0.411131,1.89078,-0.198559,0.461986,-0.0359367,1.45097,-0.0556929,1.20364,-0.269002,-0.222873,-0.0850484,-0.219577,0.105209,-0.0261748,-0.0681554,-0.235974,-0.289488,-0.13276,3.25214,2.19883,-0.363646,1.57088,-5.00776,-2.55733,-3.00837,1.17503,-0.391258,-0.585629
-102.104,0.794644,0.0872615,6,63,0,138.532,0.129242,3.4239,1.49814,-0.417243,1.61588,0.358116,-1.84105,-2.08639,-2.48228,-0.596008,0.30189,0.730772,-1.14384,-0.469542,0.313188,-0.492392,-1.26045,-1.0299,-3.01708,0.941909,-0.622304,-1.19084,0.574777,0.204494,-1.1295,0.556531,-0.724931,-2.8064,-1.81962,-0.673864,1.31309,2.9479,-0.0545466,2.19043,0.0861178,-0.323383,-2.25688,-0.431417,-1.75936,1.65738,0.708861,1.4464,-0.0654127,1.69813,-0.0425558,1.10554,-0.256584,-0.164345,-0.139786,-0.186308,0.0314185,-0.0428588,-0.0255617,-0.292589,-0.217775,-0.175363,2.78275,1.3524,-0.497501,0.985941,-2.78731,-2.76314,-1.94107,-0.194914,-0.419597,-0.888975
-113.712,0.922368,0.0872615,6,63,0,147.01,0.120948,4.43585,1.08562,0.139677,1.12978,0.270931,-1.96543,-3.38813,-2.78371,-0.507418,-0.161735,1.57974,-1.68657,-0.859097,0.370286,-0.458769,-1.86871,-0.804317,-3.12369,0.483197,-1.1125,-0.90877,1.22001,-0.403471,-0.436341,0.269546,-1.69043,-2.96746,-2.202,-1.5876,1.12607,1.82613,0.664906,2.02059,0.336962,0.430706,-2.35468,-0.292513,-0.761103,2.70356,0.934443,0.498622,-0.0479595,1.1049,-0.0352501,1.00854,-0.293224,-0.202288,-0.162416,-0.198083,0.0372705,-0.0130364,-0.00292531,-0.307034,-0.187146,-0.159542,3.13603,0.888019,-0.0534557,0.793488,-2.92948,-2.26371,-1.20084,-0.71967,-0.868971,-0.661439
-106.036,0.989711,0.0872615,6,63,0,150.764,0.202737,-0.149686,-0.57955,0.837183,-1.0652,-0.815193,0.355892,-0.151538,-3,-0.120085,-0.771477,0.26975,-1.52549,0.488185,-1.30275,1.35263,0.222921,-3.35147,-1.65228,-0.299904,0.650086,0.544395,1.14485,-0.654605,0.797655,-1.17793,0.434964,1.26332,-2.01552,0.85281,-1.94233,-0.524805,-0.45424,-1.9503,-0.62238,-0.196285,1.68972,0.529996,-0.464243,-3.15169,-1.55748,-0.660209,-0.0295801,0.445598,-0.0517293,1.44596,-0.121078,-0.197086,-0.0621212,-0.235909,-0.0517442,-0.0877926,-0.122278,-0.161727,-0.214443,-0.165368,2.19159,1.94207,0.507633,2.65509,-2.25685,-2.7962,-4.12728,-0.468417,0.136785,1.00097
-105.524,0.92934,0.0872615,6,63,0,148.548,0.117841,3.63432,0.422294,0.525759,1.3873,-0.308473,-1.68215,-1.7847,-0.850504,-0.975668,-0.952105,0.194307,-1.50572,-1.21093,0.0659833,-1.0164,-1.43489,-0.532622,-0.92293,0.0592102,-1.14296,-1.18666,-0.73416,-1.05156,-0.750329,-1.53286,-1.61032,-1.86775,-0.288609,-1.75971,0.868579,1.47452,-0.279926,1.03573,0.0813649,-0.433108,-1.39088,0.727808,1.77209,2.30252,0.601087,-0.266367,0.000508782,-0.214538,-0.021464,0.648985,-0.231207,-0.133899,-0.140436,-0.154836,0.0260018,-0.0507577,-0.0570016,-0.207617,-0.204133,-0.286105,2.66145,0.520848,0.00232314,0.548086,-2.46323,-2.05167,-1.4139,0.331417,-0.260646,0.90606
-99.5126,0.987484,0.0872615,6,63,0,133.003,0.190112,0.393496,-0.794552,0.391972,-0.489833,-0.372147,-0.375528,-1.50573,-2.58133,-0.282804,-0.732893,0.17669,-0.43288,1.28198,-0.426738,0.711457,-0.0719175,-3.12757,-4.47357,0.68443,0.610667,0.556312,1.2598,0.053811,1.8392,0.426721,-0.0816085,-0.294826,-0.77933,0.760285,-1.47411,-0.148022,0.47512,-0.596295,-0.56047,0.0600073,0.221512,-2.2007,-3.53123,-3.19863,-1.64621,-0.194708,-0.0656575,1.46658,-0.0474848,1.74497,-0.142717,-0.265053,-0.113229,-0.215931,-0.0339122,-0.00644468,-0.0293221,-0.265449,-0.185295,-0.201795,2.14283,3.15068,1.08725,2.20186,-1.96485,-2.95701,-3.6682,0.647068,-0.451874,0.78293
-100.021,0.59034,0.0872615,5,31,0,132.79,0.18495,1.56266,-0.0240865,-0.160694,1.62426,-0.815867,-2.17894,-2.9818,-1.96723,-1.19293,-0.310767,0.343578,-1.84111,0.588977,-0.38581,1.00553,-1.90806,-3.41815,-0.972214,0.0960707,-0.439173,-0.818653,-0.808887,0.444888,-1.33335,-0.0502498,-0.792818,-2.50556,-2.81917,0.988227,-0.720937,1.20621,0.0338295,-1.23734,-1.18087,-1.2843,-1.46703,-1.34852,-0.401168,-0.899951,1.17793,-1.02447,-0.0644914,0.881312,-0.0733476,1.65755,-0.151523,-0.319329,-0.134008,-0.227595,-0.00604127,-0.0617322,-0.0520172,-0.182649,-0.25037,-0.17643,1.88691,3.7457,0.540586,2.21671,-1.51192,-2.06659,-4.62991,-0.904813,-0.77007,-0.483963
-95.2955,0.773447,0.0872615,5,63,0,141.039,0.205938,0.978833,-0.632698,0.758688,0.143465,-0.474021,-1.91065,-2.51273,-3.03009,-0.89161,-1.25703,0.805736,-2.33241,0.979827,-0.873395,0.341398,-0.99912,-4.75206,-2.12426,-0.45077,-0.513112,-1.15374,-0.452424,0.133324,0.528121,-1.76247,-0.816425,-2.04612,-1.62903,0.453892,-0.932664,1.01352,-0.795609,-0.180616,-0.907032,-2.1311,0.696438,-0.126647,-0.787644,-0.466206,0.618048,-0.339231,-0.0526753,0.386811,-0.0664992,1.74359,-0.137627,-0.326687,-0.127088,-0.219646,-0.041667,-0.0181466,-0.0755573,-0.137473,-0.21673,-0.149749,1.97979,3.37536,0.513126,2.0519,-1.67174,-1.84708,-4.97002,-0.075321,0.3975,0.0521159
-99.1831,0.821341,0.0872615,6,63,0,130.824,0.141508,2.4076,0.390231,0.475191,0.447341,-0.173862,1.14439,-2.07164,-2.68994,-0.57143,-0.967217,0.106775,0.0875407,-0.972228,-0.24206,0.349034,-1.09249,-2.34095,-2.06094,1.07907,-0.378897,-0.354653,-0.254681,-1.50354,1.06306,0.484627,0.0263138,-0.974743,0.182895,-0.922167,-0.419853,0.49099,0.598671,0.017213,1.42108,2.20427,-0.645401,-0.620417,-0.0966724,0.4749,-2.32245,-0.29249,-0.0424154,0.860464,-0.0135834,0.801963,-0.23701,-0.109425,-0.177994,-0.22163,0.054214,-0.00229135,-0.0618278,-0.211552,-0.214289,-0.231827,2.37828,0.546172,0.934681,2.00507,-3.38178,-3.64616,-1.66598,0.328217,-0.165427,0.834097
-96.4912,0.984199,0.0872615,5,63,0,131.948,0.189605,1.59523,0.563061,-0.53341,-0.509168,-0.0791223,-0.81439,-1.69584,-2.24317,0.524795,-1.88098,1.56033,0.204499,-0.15928,0.563002,0.831178,-1.31442,-4.15471,-4.50015,-0.902066,0.435983,-1.18599,0.83887,0.230652,-0.583329,-1.41828,-2.8238,-1.63653,-4.33935,-0.158329,-0.0136896,0.442038,-0.299911,0.179897,-2.13138,0.15717,-2.18306,-0.678976,-2.3355,-1.78568,0.243446,-0.447784,-0.0806337,1.46107,-0.0371587,0.721282,-0.281512,-0.169617,-0.193376,-0.258243,0.0230101,-0.0195771,-0.0738964,-0.174212,-0.209301,-0.175483,3.37986,1.05247,1.81278,2.26355,-2.90389,-3.00052,-1.26164,-0.75285,0.318105,-0.445272
-94.3431,0.994208,0.0872615,6,127,0,130.315,0.339438,-0.788015,-0.26022,2.14504,1.2072,-0.398543,-3.85985,-5.27189,-5.79477,-1.46643,-0.653771,-1.57364,-1.58596,-0.288614,0.258899,-0.120815,-3.64793,-4.30108,-5.46324,-0.590227,-1.69608,-0.11096,0.310871,-1.16094,1.42819,0.675835,-2.78549,-5.30538,-2.91012,-2.07796,-2.03863,0.653803,0.482229,0.933617,1.65889,-0.717831,-2.15391,-3.1015,-4.71677,-0.498502,-2.91455,0.0765823,-0.141597,2.39598,-0.0344678,1.09515,-0.120375,-0.235829,-0.191766,-0.210069,-0.0652041,-0.106613,-0.125066,-0.172163,-0.209514,-0.207965,1.04824,2.01011,0.838216,1.79846,-2.26899,-1.87373,-3.69614,-0.783496,0.21686,1.15141
-105.31,0.899079,0.0872615,6,63,0,133.928,0.358229,-1.53576,0.147609,1.10634,-0.563252,-0.2649,-1.36993,-1.74183,-4.38383,0.569072,-1.4143,2.49764,-0.568039,0.466328,-0.129718,0.913516,-1.68896,-3.82591,-4.74745,-0.218274,-0.433136,-1.27651,0.884151,-0.652295,-0.997882,-1.08439,-2.70905,-1.42045,-5.31599,0.877283,-1.39007,-0.441287,0.792977,-0.508963,-2.70562,-1.09048,-2.46732,-1.915,-1.97851,-1.64847,0.235353,0.0183524,-0.0928665,1.85968,-0.066579,2.01244,-0.188781,-0.251659,-0.150991,-0.264719,-0.0952111,-0.0722096,-0.182022,-0.20082,-0.164937,-0.265834,2.06876,2.73833,1.30697,2.47704,-2.93245,-5.1517,-4.01558,-1.3497,-1.43835,0.383134
-101.306,0.999189,0.0872615,6,63,0,134.306,0.317003,-1.38512,0.992537,2.43717,1.04852,-0.986966,-3.02938,-3.90031,-1.4263,-0.184546,-1.82558,1.6824,0.0472721,0.00176623,-0.0063801,-0.40701,-1.54675,-2.91686,-2.67571,-1.47581,-0.734573,-0.461251,-0.0299345,0.702223,1.03517,0.504784,-0.636784,-3.42847,-1.65527,0.180722,0.102445,0.51223,0.441176,0.622531,-0.597899,0.122294,-1.94475,-2.28964,-2.01319,-0.858456,-2.8502,-0.0113649,-0.0874088,1.50735,-0.0692375,1.48414,-0.173541,-0.250647,-0.138695,-0.153876,0.0313989,-0.13267,-0.120697,-0.182969,-0.2542,-0.295463,1.68244,2.03949,0.701473,1.46431,-3.81575,-2.78015,-4.60734,0.251703,0.420182,1.76867
-96.4101,0.882117,0.0872615,6,63,0,134.815,0.203117,1.42008,0.00775947,-0.643248,-0.0886302,0.333332,-0.55798,-2.11907,-3.41442,-0.936801,-0.667767,-1.37092,-3.07804,-0.350988,-0.78736,0.444103,-1.80031,-4.68889,-4.52525,0.610239,-0.666033,-0.682535,0.212582,-1.92284,0.0338221,-1.28301,-3.79895,-2.17066,-3.44264,-1.82515,-1.49542,0.160848,-1.65001,-0.0191402,0.0360589,-0.578839,-2.16422,-2.3306,-4.16584,-0.680542,1.10902,-0.889958,-0.0815904,0.953109,-0.0684482,1.09757,-0.14643,-0.210585,-0.117608,-0.262368,-0.0271314,-0.0549988,-0.00754457,-0.205735,-0.210049,-0.152295,1.97418,2.30263,0.626904,2.46002,-2.11782,-3.41658,-2.9098,-0.664484,-1.55839,0.0949442
-94.0101,0.994566,0.0872615,6,63,0,123.659,0.308039,-0.352412,-0.194989,0.52749,0.439578,-0.215443,-2.7696,-3.33211,-2.67527,-0.73507,-1.62843,1.40484,0.468515,1.55872,-0.12485,-0.32584,-2.24802,-2.75017,-2.85265,-1.72014,-1.49399,0.409721,0.157553,1.48787,0.133902,0.129086,-1.08824,-3.19284,-3.19681,-1.21018,0.141486,1.21835,1.33055,-0.462328,-0.660996,0.138633,-1.26464,-2.62835,-1.38947,-0.980491,-2.91055,0.184643,-0.0723635,1.24651,-0.070489,1.94878,-0.188767,-0.264904,-0.182011,-0.217798,-0.0617455,-0.0856887,-0.13441,-0.215088,-0.217158,-0.308314,1.5623,2.4498,1.24973,2.15975,-2.28815,-3.1232,-5.37749,1.17639,0.179658,1.54223
-96.198,0.909422,0.0872615,6,63,0,123.863,0.317381,-0.0580061,0.352553,1.05671,-0.419054,-1.00733,-2.24899,-1.9231,-3.80263,-0.638417,-0.548785,-0.12547,-1.91034,-0.654843,-0.314349,0.48705,-2.95946,-4.72227,-6.00219,1.25119,-0.366972,-1.4061,0.700816,-1.99085,0.534434,-0.468787,-3.32443,-4.29442,-4.67428,0.716395,-1.63968,0.743123,-0.95079,1.61632,-0.0765269,0.787716,-2.24663,-3.81078,-2.20607,-0.0979761,1.0091,-0.241209,-0.10578,1.73314,-0.0200348,0.590655,-0.247432,-0.168327,-0.112904,-0.234574,-0.0262615,-0.0610895,-0.123491,-0.357003,-0.265135,-0.163037,3.56214,0.985371,0.189581,2.00066,-3.0835,-2.90626,-1.56172,0.531013,0.30363,-0.0409629
-88.9543,0.959166,0.0872615,6,63,0,120.803,0.317348,-1.67442,0.81547,-0.138484,0.984158,-0.223665,-1.83226,-4.73345,-4.39854,-0.449311,-0.845741,0.362714,-0.108461,0.781058,-1.09034,-0.0251974,-2.23502,-3.28406,-3.41145,-0.23135,0.336214,-0.364141,-0.789884,0.934992,0.32617,0.169771,-1.45519,-1.79131,-2.37325,-2.12155,0.618144,-0.0606206,0.0706772,-0.250642,0.552268,-0.690533,-2.45384,-0.521851,-2.94648,-1.39937,-1.65393,-0.25985,-0.0776504,1.49124,-0.0584164,1.77278,-0.190598,-0.224016,-0.120834,-0.221433,-0.0688158,-0.112781,-0.121323,-0.219435,-0.390765,-0.16622,2.3004,2.57607,0.489482,2.21637,-2.45543,-2.00668,-3.21013,0.850016,2.25701,0.465691
-100.125,0.847069,0.0872615,6,63,0,123.192,0.362916,-0.83027,-1.23305,1.47859,1.78038,0.13943,-3.46193,-2.06194,-5.34858,-0.550746,-1.2085,-0.631539,-1.30251,-0.217522,0.534489,0.738169,-1.67205,-5.63876,-4.90491,-0.678001,-1.37063,-0.779895,0.733827,-1.11344,1.06181,-0.913951,-2.76445,-3.15512,-3.56635,1.55101,-2.79788,0.863761,-0.10009,0.234922,-1.01733,-0.00639729,-2.91458,-2.96464,-4.0881,-0.565366,-0.22216,-0.279027,-0.120052,2.16,-0.0237498,0.642753,-0.164474,-0.195957,-0.263597,-0.234468,-0.0787897,-0.0872721,-0.133436,-0.211329,-0.133871,-0.299621,2.28088,1.36689,1.5839,1.77044,-2.117,-4.67871,-2.41232,0.059147,-1.47472,2.01044
-97.9456,0.974944,0.0872615,5,63,0,134.013,0.233432,-0.231611,0.948464,0.923931,-0.646947,1.29031,-2.04316,-3.8958,-3.35843,-0.834497,-0.604944,1.0939,-2.1342,2.66367,-0.17394,-0.592147,-3.24497,-3.9318,-5.47866,-0.40126,0.451341,1.63467,0.736021,1.12481,0.214778,0.0116255,-2.20421,-3.3042,-4.58855,-2.70611,-0.536892,1.87267,0.708041,0.735061,-0.639748,0.687104,-0.917536,-3.73179,-2.75504,-0.846643,-1.82724,0.184936,-0.109878,2.20072,-0.0389655,1.1189,-0.15726,-0.277765,-0.0908839,-0.27714,-0.0638515,-0.0544046,-0.0824403,-0.129503,-0.281965,-0.263047,2.02418,2.57998,0.542148,2.96483,-1.79645,-2.20642,-2.68488,-0.700534,0.335562,0.819978
-94.3779,0.923185,0.0872615,6,63,0,133.535,0.413761,-2.3911,-0.0883598,0.994034,1.72421,-1.49626,-3.5649,-4.22379,-5.11594,-0.072918,-1.47822,-0.0640942,0.0832672,-0.807892,-0.507231,0.509807,-3.34836,-4.65563,-6.07397,0.395412,-0.600658,-2.16225,1.0724,-0.410234,0.444856,1.08134,-3.02035,-4.78835,-5.02507,1.07617,-0.572434,0.381036,0.411345,0.670455,1.36669,-0.369813,-4.42964,-4.86793,-3.1503,0.0983945,0.271459,-0.225839,-0.13532,2.71673,-0.0539333,1.11598,-0.182512,-0.22313,-0.135547,-0.154767,-0.0398767,-0.127028,-0.18561,-0.24864,-0.246574,-0.234076,2.12019,2.42885,0.00804979,1.1813,-3.68529,-2.81282,-4.46988,0.441769,-0.565518,1.19313
-101.905,0.733391,0.0872615,5,63,0,128.153,0.397541,-2.36938,-0.647107,0.348163,0.495835,-2.41491,-3.69225,-3.56573,-5.93134,0.186907,-1.46386,0.177684,0.0890408,-0.176708,0.100289,-0.21715,-2.69961,-5.57284,-6.48567,-0.542628,-0.165968,-0.463391,0.639723,-0.0823915,0.384334,1.26538,-4.06791,-2.61435,-3.21307,0.455918,0.631599,1.37767,0.0544955,0.0419924,1.73078,-0.1095,-3.93818,-3.53934,-4.03179,0.347439,0.514746,-0.486944,-0.132466,2.49441,-0.0495951,1.52508,-0.238342,-0.190774,-0.148265,-0.118059,-0.00670089,-0.11229,-0.175727,-0.265606,-0.311003,-0.249082,3.00361,1.65318,0.148855,1.00495,-3.81524,-3.84413,-4.59601,0.148578,-0.012987,1.27643
-105.116,0.997914,0.0872615,6,63,0,134.586,0.329156,-1.80365,1.37035,2.37882,0.689057,1.92726,-1.26741,-5.48823,-5.80106,-0.802453,-0.166302,0.353339,-1.89313,2.06507,0.129658,0.73257,-3.43719,-5.31938,-7.34737,1.05636,-0.158354,-0.139868,1.56133,1.59954,1.65286,0.231191,-3.51723,-3.30769,-4.20237,0.313661,-1.05993,0.703909,1.86676,2.59431,-0.399018,0.777536,-1.43824,-2.72633,-4.26272,-1.52135,-1.38246,1.58891,-0.137697,3.33964,-0.0617368,1.7701,-0.149584,-0.256089,-0.155454,-0.343138,-0.117505,-0.0978501,-0.0976812,-0.221109,-0.199164,-0.154972,1.62212,1.80072,0.636842,3.75057,-2.27453,-2.72116,-2.61513,0.42127,-0.709261,-0.541005
-114.938,0.934438,0.0872615,5,31,0,143.645,0.328287,-2.39674,2.39442,2.93973,0.999588,1.90244,-4.44321,-4.83197,-5.00935,-0.826779,-2.33638,-0.184393,0.881063,1.49281,-0.654073,-0.0858225,-1.73594,-5.2793,-6.80619,-1.31364,-0.528194,-0.696175,0.810321,-0.232968,0.293957,-0.128141,-3.52597,-3.48175,-5.98849,-0.110856,-0.785392,0.882235,2.53341,1.5464,-0.528816,-0.516023,-2.10929,-3.68708,-4.33556,-0.607095,-1.12153,1.70057,-0.138735,2.91306,-0.0302379,1.19653,-0.164387,-0.236952,-0.148703,-0.346879,-0.0123679,-0.0808954,-0.135298,-0.19452,-0.225988,-0.108072,1.14489,2.0873,1.45588,4.64772,-2.47842,-2.18831,-2.22756,1.43337,0.126446,-0.373593
-106.336,0.995779,0.0872615,5,31,0,147.133,0.315225,-0.774282,0.654814,1.77349,1.9621,0.39984,-4.42425,-2.65551,-4.06152,0.428394,-1.45745,0.455737,-0.956439,0.789538,-2.11011,0.0386372,-2.96453,-4.13688,-4.88963,0.448897,0.0512688,-0.456559,2.12251,0.831061,1.55942,-0.394481,-2.86693,-4.14151,-4.10558,1.02962,0.532944,0.236422,1.12168,0.248336,1.97042,-1.02112,-4.11313,-4.57082,-5.81783,-1.30043,-0.289792,1.14249,-0.13049,3.00071,-0.0324422,1.07557,-0.171569,-0.246155,-0.192033,-0.321667,-0.0517867,-0.0574443,-0.102821,-0.30402,-0.275085,-0.204835,1.68142,1.99945,1.11781,3.75726,-3.03774,-3.3096,-2.81216,0.826755,1.07063,0.417077
