# 0.00881009, 3.29157, 0.664216, 0.949961, 1.08505, 0.924497, 0.876617, 0.541866, 0.969039, 1.15357, 0.620141, 0.742081, 0.923129, 1.08207, 0.605478, 0.627164, 0.721081, 0.938031, 1.07359, 1.14875, 1.9623, 1.69675, 1.7071, 1.9195, 2.3605, 2.07839, 2.26095, 2.32498, 2.84919, 2.53783, 0.906729, 1.01363, 1.49782, 1.08497, 1.1932, 1.38362, 1.24911, 1.21373, 0.756655, 0.617631, 0.867706, 1.19467, 0.00131229, 0.543916, 0.000213642, 0.151506, 0.00266689, 0.521565, 0.00286562, 0.715325, 0.0021959, 0.364091, 0.00263083, 0.659419, 0.00178684, 0.433497, 0.00222303, 0.626512, 0.00371522, 0.713054, 0.00386993, 0.725718, 0.00556388, 0.926113, 0.00361441, 0.822064
-96.4779,0.990731,0.0779399,6,63,0,127.027,0.226153,0.979039,0.362511,1.27185,0.263011,1.66,-1.10507,-3.51887,-3.8948,0.58279,0.437829,0.904056,-0.88612,1.55237,0.32176,1.07676,-1.91889,-3.41674,-4.83692,1.52546,1.58548,0.338,2.17356,0.565949,0.463009,1.83943,-0.632808,-4.43778,-5.40904,0.943045,-1.03679,2.25239,1.50966,2.82258,2.64363,0.414159,-2.60702,-2.78138,-3.05693,-0.0339299,0.802331,0.957506,-0.10043,2.93508,-0.0540468,1.86484,-0.180837,-0.285941,-0.204073,-0.393354,0.01397,-0.0401459,-0.0793206,-0.278752,-0.314229,-0.258289,1.9301,2.4813,1.85063,3.99635,-2.6415,-2.02285,-3.36093,-0.127662,-0.43316,0.986187
-100.429,0.83777,0.0779399,6,63,0,131.521,0.227147,0.370362,0.544176,2.34253,2.03122,0.396003,-1.83702,-2.17047,-3.37874,-1.46446,-1.30216,2.35043,1.70217,0.0625706,0.966455,2.30108,-1.87611,-4.10278,-3.5719,-0.329441,-0.402522,-1.25515,2.66004,1.86973,1.20769,0.960491,-2.66669,-1.31476,-2.40142,0.294691,-0.188513,-0.135577,2.20828,-0.331154,1.26378,1.93417,-2.58821,-2.18188,-3.40936,-0.022743,-0.0327122,1.98611,-0.0852073,2.26959,-0.059642,1.74979,-0.216439,-0.207136,-0.180309,-0.3351,0.0113077,-0.0240503,-0.0831443,-0.164092,-0.252742,-0.258979,1.76285,1.30929,0.944693,3.36524,-2.8167,-2.87986,-3.19793,-0.180515,1.72386,1.32283
-97.7187,0.880073,0.0779399,6,63,0,136.328,0.226628,0.407226,0.248004,1.10808,0.0751887,0.446418,-1.68126,-3.24746,-3.31735,1.21091,0.137112,0.811783,-1.58231,0.97416,0.515987,-1.52821,-1.25577,-2.64578,-3.51696,1.92673,0.616822,0.59281,0.593703,-0.843796,1.38623,-2.18979,-1.84318,-3.62328,-3.91133,0.278487,0.0360117,0.982928,0.827927,2.52006,0.518117,-1.26705,-1.55421,-1.65855,-2.04494,0.656148,1.02595,-0.651288,-0.0760127,1.86047,-0.0494661,1.87327,-0.228318,-0.31475,-0.186064,-0.188582,-0.0103933,-0.040642,-0.102754,-0.358127,-0.249798,-0.235283,3.32397,3.30873,1.48184,1.68885,-3.18029,-3.67338,-2.30712,0.996436,-1.19587,0.638408
-103.732,0.942674,0.0779399,6,63,0,124.217,0.245257,0.296277,0.629036,0.656816,0.938971,0.643984,-1.27052,-3.47479,-2.13831,0.956582,0.569146,0.179867,-1.61315,1.19461,0.617548,-1.44871,-1.98236,-3.0816,-4.0608,2.28301,-0.350051,0.157745,0.00533276,-0.0215525,1.19338,-2.78114,-3.59312,-4.65197,-3.62943,-0.222913,-0.123271,0.663507,0.0344037,2.12093,1.1484,-1.0881,-1.47343,-1.11694,-1.20782,0.801863,1.0177,-0.159432,-0.0911768,1.92803,-0.0485738,1.66721,-0.229028,-0.343434,-0.219674,-0.149154,-0.00669833,-0.0535805,-0.101953,-0.368182,-0.150138,-0.217704,3.00654,3.96439,1.37911,1.06137,-2.62674,-3.27762,-2.23556,0.70365,-1.8807,0.752005
-94.525,0.946564,0.0779399,6,63,0,136.105,0.290636,2.93472,-0.187925,0.971322,1.03459,-0.346422,-2.91181,-2.11663,-4.13748,-2.23565,-2.53969,-0.295493,-0.393993,-0.243413,0.14961,-0.285963,-1.70509,-3.95546,-2.81635,-1.30952,-1.78829,-0.684017,0.680144,-0.118132,-0.72333,-0.467737,-0.762336,-0.322677,-1.91721,-0.562645,-1.4374,0.0569572,0.312197,-1.24506,-0.0528331,0.0115748,-1.33839,-3.22825,-4.1822,-2.27034,-1.52194,-0.335188,-0.0821275,1.2361,-0.0577284,1.92837,-0.275051,-0.347737,-0.290063,-0.262542,-0.0588297,-0.0902345,-0.0867076,-0.292326,-0.327731,-0.316654,2.42756,3.09798,1.76854,1.827,-2.58832,-2.94827,-3.62124,0.192777,0.871945,1.56509
-96.7955,0.935638,0.0779399,6,127,0,120.006,0.24797,3.95972,0.272113,-0.0706798,0.353717,-0.784045,-1.74624,-2.56188,-3.8471,-2.80973,-2.13276,-0.371852,-0.779001,-0.175587,-0.394981,-0.363836,-1.03141,-2.82343,-3.59125,-0.833825,-1.9947,-0.833108,0.582176,-0.25711,-2.10599,-0.511862,-1.75771,-1.85159,-2.15312,-0.505132,-1.80375,-0.774051,0.67861,-0.617047,0.086811,-0.631401,-2.11558,-2.24456,-3.44056,-2.06015,-2.14321,-1.25508,-0.078901,0.33707,-0.0645838,1.56741,-0.279467,-0.371161,-0.269792,-0.271422,-0.046958,-0.0259041,-0.0717797,-0.232196,-0.350125,-0.340179,2.28051,3.43348,1.71787,1.46697,-1.81844,-2.5201,-3.84844,0.154058,0.784332,1.75597
-103.069,0.932769,0.0779399,6,63,0,148.207,0.365204,-3.01828,-0.904082,0.448691,-0.306923,-0.925788,-2.14575,-4.07276,-3.98904,0.93843,-0.521192,0.972045,-2.22547,-0.133025,-0.730985,0.0751803,-1.15939,-2.76616,-4.05598,-1.20211,-1.79635,-1.65802,-1.03227,-2.45935,-0.811329,-2.11258,-1.84777,-1.37104,-1.94108,-1.38069,-3.19871,-0.0812405,-1.44858,-1.25027,-0.869689,-1.12403,-2.92189,-1.09013,-2.2411,-0.187769,0.0868962,-0.252,-0.0676246,0.710682,-0.0613171,1.35134,-0.0843693,-0.0995508,-0.0571312,-0.153633,-0.0841231,-0.173665,-0.147946,-0.237425,-0.130932,-0.127299,2.07272,0.854849,0.349499,1.61477,-3.07017,-3.33921,-2.42472,0.383402,-0.377406,-0.400223
-93.222,0.979201,0.0779399,6,63,0,128.96,0.291053,0.537942,0.875921,0.517481,0.592526,-0.374283,-1.29263,-1.25485,-3.61862,-2.82447,-2.26564,-0.869332,-0.808667,-0.497208,-0.500162,-0.2971,-2.16593,-2.75375,-4.21082,0.14759,0.410975,0.0731681,0.890025,0.688938,0.46626,-0.240791,-2.72987,-2.8366,-3.70973,-0.667544,1.08775,0.637892,0.826266,0.7889,-0.416379,-0.0994719,-1.54739,-1.67051,-1.99052,-1.74295,-2.10783,-1.04765,-0.0766731,1.60298,-0.0638734,1.42674,-0.199362,-0.250508,-0.154758,-0.238077,-0.0785904,-0.0636175,-0.11024,-0.208257,-0.287241,-0.237024,1.74875,2.72159,0.620145,2.291,-1.85824,-3.44446,-4.54882,-0.573624,0.164383,1.1936
-93.4917,0.947016,0.0779399,6,63,0,129.058,0.276512,0.102934,-0.550413,0.254307,0.91498,0.227184,-2.34261,-3.46676,-2.42798,0.539969,0.842742,0.404736,-2.06175,0.671633,-0.503959,0.23063,-1.99323,-2.87319,-3.01096,-0.910841,-1.46124,-0.848115,-0.567475,-1.13308,0.371322,0.769587,-1.02646,-1.84223,-2.60784,-0.294805,-0.85782,-0.1449,-0.562589,-0.276219,0.0753799,0.357511,-1.65569,-1.48633,-2.61011,1.03128,-0.624011,-0.569001,-0.0756385,1.23417,-0.0428076,1.47902,-0.137158,-0.228188,-0.13114,-0.269763,-0.0246257,-0.0515698,-0.146551,-0.33237,-0.203394,-0.166306,1.8901,1.9892,0.392735,2.632,-3.33113,-3.62569,-3.06371,0.0890082,-1.13563,-0.295996
-95.6102,0.997835,0.0779399,6,63,0,126.121,0.170945,2.01321,0.360037,0.610252,-0.257551,-1.13159,-1.18959,-3.30837,-2.50221,-1.15121,-0.504319,-0.634469,-1.44591,0.909444,-0.187724,-0.437443,-0.211283,-1.51032,-3.16847,-0.18763,-0.169892,0.259595,-0.218569,-2.27969,0.11233,-2.25747,-1.84359,-1.29423,-1.31042,1.12408,0.420199,-0.85981,1.3673,-0.15397,1.11813,-0.685926,0.661381,-1.38015,-1.18576,-1.77222,-0.181752,-0.182746,-0.0453774,0.438598,-0.0467324,1.46894,-0.241326,-0.201841,-0.15117,-0.168273,-0.0381363,-0.00374871,-0.0264682,-0.223261,-0.257572,-0.231501,2.9723,1.38606,1.0429,1.748,-1.55332,-2.65766,-2.38441,-0.901249,0.557913,1.28565
-100.235,0.981162,0.0779399,6,63,0,130.342,0.198776,1.931,0.426338,0.192757,0.505441,-1.33371,-1.55224,-1.02559,-1.80595,-1.16736,-1.19791,-0.385323,-1.47379,-0.71753,-1.49519,-1.35939,-0.734479,-3.21664,-2.5137,-0.552059,-0.286439,-1.48966,-0.203012,0.772495,0.164242,-0.548539,-0.299381,-0.923738,-2.27114,-1.74679,-1.12555,0.983042,-1.57785,-0.248132,-0.764862,-0.254696,-0.78758,-0.647566,-0.898651,0.965128,-0.335944,-3.44782,-0.048867,0.27861,-0.0323323,1.65197,-0.296624,-0.251574,-0.134178,-0.231265,-0.0455728,-0.0338633,-0.0972099,-0.267442,-0.1626,-0.210772,4.71249,2.25963,0.676562,2.28171,-2.20516,-1.84225,-2.89833,0.303929,-0.550041,1.30044
-98.468,0.993199,0.0779399,6,63,0,130.615,0.196142,2.87177,0.208564,0.534186,-0.563495,-0.671942,-1.20997,-3.38862,-3.89095,-0.709176,-0.930761,0.024195,-0.411119,-0.0843506,-0.190477,1.04847,-2.02344,-2.94864,-3.76902,-0.851986,-0.348889,0.313309,0.00759272,-2.42294,-0.72885,-0.584099,-3.25605,-3.31508,-1.68588,-0.116804,-0.899661,-0.615993,-0.286751,-0.636358,-0.299576,-0.969087,-2.87355,-1.93811,-3.89228,-3.38224,-1.95184,1.98959,-0.0976494,1.47851,-0.0422776,1.51499,-0.257686,-0.230264,-0.14923,-0.251612,-0.00811304,-0.00309344,-0.0631047,-0.193097,-0.314571,-0.222013,3.02613,1.78329,0.553712,1.62808,-3.03069,-3.24539,-2.45387,-1.13502,1.41301,0.777627
-107.225,0.980038,0.0779399,6,63,0,142.668,0.395049,-0.073692,-0.678461,-0.118877,1.1965,-1.39727,-3.51931,-2.60205,-4.38651,-0.908814,-2.37567,0.213536,-2.07115,0.531899,-1.56572,-0.363652,-1.85342,-4.57947,-5.87561,0.165284,-1.53037,-2.98056,-0.175724,1.65206,0.9928,-0.226885,-0.72809,-4.28671,-4.34934,-0.815836,-1.64176,0.364154,-0.00530147,0.363351,-0.634643,0.261547,-2.80802,-3.6469,-4.61533,1.20937,-0.366183,-3.22704,-0.110832,1.52335,-0.0453649,1.67476,-0.171451,-0.26749,-0.188333,-0.328067,-0.0829841,-0.112793,-0.162195,-0.245892,-0.272037,-0.164347,1.50425,2.32189,1.04484,3.47124,-1.81927,-2.3072,-3.54881,0.387478,-0.993309,0.070452
-96.7498,0.968894,0.0779399,5,63,0,136.327,0.357622,-1.7023,-0.399669,1.09615,0.707818,-1.56757,-2.32973,-3.61773,-5.30104,-1.25432,-2.92134,0.672296,-1.06809,1.45982,0.201996,-0.0621089,-3.84997,-3.97954,-4.78649,-1.17797,-1.14792,-1.03152,-0.131458,-1.76451,-0.0776487,-0.106883,-4.28754,-2.37878,-5.35085,-0.0760966,-1.41366,-0.151531,-0.638242,-1.03395,-2.92117,-0.0421181,-2.00922,-2.97267,-3.338,-2.0305,-2.5181,-1.43304,-0.126519,1.96465,-0.0575922,1.37035,-0.140928,-0.334598,-0.160636,-0.206351,-0.0757659,-0.0642655,-0.102837,-0.212518,-0.213987,-0.161833,1.44982,3.56556,0.930776,2.09403,-2.32992,-3.95018,-3.53995,0.0549982,0.437049,0.406821
-99.8739,0.835879,0.0779399,6,63,0,128.821,0.395895,-0.560794,-0.0311929,-0.321242,-0.309905,-0.150376,-4.09251,-6.29024,-5.26592,-0.818608,-1.73934,-1.90904,-1.98607,-0.71641,-1.67994,-0.225696,-2.1189,-5.31679,-6.69814,-2.02196,-1.46592,-1.60541,0.618025,-0.433178,0.15952,0.225824,-4.64419,-5.79642,-5.26365,-3.52308,-1.99554,0.255485,0.149091,0.918057,-0.593072,-1.00483,-3.29808,-4.45988,-4.70571,-1.73339,-1.89796,-2.37917,-0.163215,2.53057,-0.0535884,1.50523,-0.191882,-0.281089,-0.1413,-0.238949,-0.0805446,-0.117013,-0.0970412,-0.209115,-0.260737,-0.183216,2.35853,3.40661,0.619678,1.98096,-3.42745,-3.8976,-3.01139,-1.3031,0.4971,0.300508
-94.1075,0.965827,0.0779399,6,63,0,131.037,0.365257,-1.70398,-0.155168,1.25477,0.481188,-1.21751,-2.31989,-2.94157,-4.04049,-0.974185,-1.03371,2.13744,-0.742028,0.914574,-0.579594,0.264395,-4.09842,-5.03124,-6.05708,1.21785,-0.917318,-1.01299,-0.715044,-0.45793,-0.257563,-1.59924,-3.84171,-2.2305,-4.62524,0.0846357,-1.4267,0.041859,-0.480234,-1.18144,-0.721255,-0.115297,-1.9883,-4.59392,-5.54327,-0.887284,-1.27631,0.52914,-0.109577,1.79068,-0.0690284,1.88585,-0.174662,-0.250623,-0.129282,-0.229462,-0.0302154,-0.0933461,-0.102089,-0.300135,-0.257693,-0.202576,1.89229,2.13878,0.34263,2.42616,-2.53237,-2.45888,-4.09792,0.792407,-0.700387,0.408092
-91.374,0.991628,0.0779399,6,63,0,129.646,0.387002,0.161,-0.505539,-0.881716,-0.604047,-0.14496,-3.66403,-3.15567,-4.63174,-1.79984,-2.71164,-2.28263,-2.40597,-0.39229,-1.4025,-0.531777,-2.62752,-4.88196,-4.90556,-2.96048,-2.28261,-1.68289,0.0999333,-0.604693,-0.820351,0.0950302,-2.50586,-4.49324,-6.01559,-2.56876,-2.14219,0.0332174,-0.538435,0.469647,-0.892969,-1.58866,-2.86302,-4.74535,-3.13414,-2.05188,-1.92269,-2.42414,-0.138713,1.75763,-0.0417363,1.39189,-0.189924,-0.262126,-0.141744,-0.269938,-0.0515663,-0.0969557,-0.187203,-0.197804,-0.323939,-0.217607,2.48807,2.61675,0.618917,2.23594,-3.35374,-3.12148,-2.53251,-0.346838,1.23933,0.691901
-102.065,0.958394,0.0779399,6,63,0,129.23,0.464062,-1.72394,0.0613356,0.681335,0.131744,-1.75108,-3.23921,-5.49823,-6.6421,-2.0919,-1.49666,1.55596,-3.07824,-0.775986,-0.44422,0.0506365,-4.70441,-6.921,-7.02731,0.0601266,-1.45006,-1.03369,0.503212,-0.835075,-0.527062,-2.38679,-2.89966,-6.13381,-7.95414,-0.381802,-1.86222,-0.726421,-0.939364,-1.64564,-0.58565,-0.197986,-2.56598,-5.92964,-6.78852,-0.943908,-2.53716,1.14983,-0.168181,2.18356,-0.0619438,1.42957,-0.189572,-0.195494,-0.246753,-0.221668,-0.107968,-0.137275,-0.169942,-0.285964,-0.240071,-0.243742,2.50088,1.29568,2.15237,1.85147,-2.76051,-2.647,-4.52784,0.261683,-0.509341,0.68316
-104.268,0.958346,0.0779399,6,127,0,139.67,0.204058,2.3966,-0.397205,0.261688,-0.135747,0.661186,-1.17341,-0.808777,-1.36586,-0.652089,-2.69843,-1.37835,0.381148,0.230649,-0.421211,-0.170411,-1.37881,-1.8482,-3.11998,-0.712151,-1.49911,-0.784996,-0.51356,0.32116,-0.179407,0.750535,-2.36778,-2.53943,-4.30471,-1.99797,-0.864846,1.01181,0.3519,0.980188,-0.241441,-0.614468,-3.63049,-2.09335,-2.45881,-1.851,-0.484186,-3.2924,-0.0946569,1.52932,-0.0779502,1.95256,-0.222156,-0.265251,-0.108569,-0.25651,0.0308714,0.00834217,-0.0735135,-0.209629,-0.245074,-0.208092,2.51187,2.53411,-0.27299,1.85725,-3.25574,-4.63735,-3.23419,-0.862219,0.462087,0.817898
-106.652,0.953075,0.0779399,6,63,0,137.602,0.101511,1.44747,0.614304,1.46702,1.01476,-1.4476,-1.48967,-2.12991,0.0952785,-0.600843,0.1511,2.20546,-1.9318,0.185141,0.953573,0.960043,0.0179633,-0.265538,-0.976689,0.806295,2.04053,-0.16855,0.503677,-0.672316,0.774836,-1.1444,-0.939573,-2.5834,-3.26471,2.17487,-0.527072,0.151359,-0.0541386,-0.246097,0.111074,0.866687,0.158201,1.35897,-1.18093,1.69404,0.0603163,3.0845,-0.0129788,0.520735,-0.0256595,0.964276,-0.177436,-0.167002,-0.181022,-0.210901,0.00244904,-0.050567,-0.00277433,-0.209404,-0.199704,-0.170996,2.25102,1.3006,1.51139,2.52679,-1.24137,-0.997327,-2.51543,1.08056,-0.945103,-0.330451
-102.576,0.989119,0.0779399,5,31,0,138.075,0.105976,2.01784,0.944135,0.433826,-0.261823,-0.284803,0.104238,-0.498921,-3.38274,-0.108645,-0.73067,1.37836,-1.53714,0.950673,0.611712,1.2326,-0.361041,-2.84869,-3.47149,0.916055,0.605856,0.406886,1.20373,0.0599461,1.97229,-1.91952,-0.438705,0.752054,0.98407,0.494601,0.281496,2.91617,0.976525,2.29826,0.898109,1.78315,-0.982599,-0.781482,0.38665,-0.156975,2.25314,0.529968,-0.0360512,0.87745,-0.0270336,0.985377,-0.135532,-0.274041,-0.118032,-0.176543,0.0101568,-0.0168146,-0.0198458,-0.1681,-0.156081,-0.269648,1.99979,2.92437,0.439921,0.992196,-2.12972,-2.60873,-2.01509,-0.162413,-0.0612101,0.98335
-112.686,0.996678,0.0779399,6,63,0,143.325,0.230108,2.60886,0.0883494,0.318944,0.980393,-0.809802,-1.35741,-0.353818,-4.27397,-1.73148,-1.81374,-0.894814,-0.897327,-1.11081,-1.55683,-0.755292,-2.07023,-4.30341,-5.21464,0.677274,-1.29872,-1.20065,-1.18243,-1.02305,-0.548014,0.905921,-0.283599,-0.766535,-0.535856,-3.07126,-1.06621,-1.73055,-1.55107,-3.22496,-0.521093,-1.67666,-0.48008,-1.43289,-1.61113,-1.2173,-2.93008,-3.11226,-0.0660562,0.424332,-0.0691985,1.79152,-0.258372,-0.160581,-0.153345,-0.274318,-0.0502469,-0.0626126,-0.0190997,-0.252307,-0.243325,-0.215076,2.91491,0.817103,-0.0615651,2.61611,-2.41816,-1.85924,-2.91276,-0.661945,0.809933,0.79341
-101.067,0.993949,0.0779399,6,63,0,147.498,0.247391,0.61091,-0.245144,-0.246165,-0.883375,-1.01971,-1.89599,-3.22036,-4.07379,-0.0066373,0.871415,0.840152,-1.96996,0.896706,-0.727621,0.107539,-0.536023,-2.48342,-4.66906,1.45859,-0.853586,-0.712406,-0.520457,-2.07407,0.0762555,-2.88491,-1.19286,-0.520953,-0.441635,-1.46294,-1.8068,0.975549,0.184771,1.08121,-1.10104,0.543382,-0.514954,-1.96396,-0.989543,-0.884085,0.311216,0.593925,-0.0586335,0.523672,-0.0331473,0.645475,-0.13993,-0.280465,-0.135108,-0.191083,-0.0114977,-0.0590024,-0.103217,-0.211891,-0.226235,-0.166781,1.8773,2.85677,0.931101,1.79178,-3.27194,-3.34493,-2.97184,-1.00129,-0.0515458,-0.355535
-97.8542,0.739444,0.0779399,6,63,0,132.936,0.234969,0.460335,0.0522664,0.213842,-0.809642,-0.962446,-0.980478,-2.15302,-2.65673,-0.0328831,-0.685249,0.911609,-1.92377,0.351681,-0.947184,0.505513,-1.02006,-2.51941,-2.10334,-0.0376879,-1.43087,-1.36098,-0.887021,-0.368122,0.867214,-1.64095,-1.1493,0.306155,-1.76092,-3.16298,-0.0763615,1.5197,-0.762807,-1.04206,-0.600228,-0.0378428,0.37943,-1.87464,-2.30453,-2.14186,-0.342832,-1.22702,-0.0640039,0.439614,-0.0286111,0.679767,-0.136702,-0.258409,-0.132434,-0.14764,-0.0456206,-0.0548875,-0.10712,-0.192953,-0.214902,-0.14393,1.54556,2.6347,1.21817,0.912518,-2.70181,-3.95938,-1.69881,-0.981234,-0.466956,-1.14196
-101.254,0.973581,0.0779399,6,63,0,127.363,0.214698,1.50203,1.16945,-0.219976,-1.2184,-0.0274481,-2.02396,-2.54015,-2.99577,-0.253975,-0.965272,-0.116719,-2.21287,-0.391248,-0.422709,-0.323167,-1.3332,-0.994586,-3.12391,0.226402,0.0378208,-1.59964,-0.484213,0.140622,0.221636,0.0748082,-3.47263,-1.95848,-1.65811,0.510487,-1.47636,2.37597,0.55153,-1.66489,-0.945352,0.84052,-0.651835,-1.00243,-0.254296,-1.68328,-0.941479,-0.364568,-0.0471028,0.460687,-0.0340168,0.2224,-0.132554,-0.212046,-0.11591,-0.185649,-0.0603672,-0.0603423,-0.0848083,-0.196894,-0.168444,-0.160434,1.27024,2.29866,0.938139,1.36882,-1.66089,-3.45501,-2.09162,-0.709164,-1.16835,-1.32107
-91.0742,0.968031,0.0779399,6,63,0,131.95,0.143296,0.686307,1.48428,0.049157,0.370396,-0.771211,-1.41937,-1.0722,-2.0761,0.139636,-1.73111,1.47284,-0.788979,1.17396,-0.972193,0.255103,-0.228813,-3.48412,-2.96419,0.867839,0.210391,0.202696,-0.612539,-1.62453,-0.221493,-0.942745,0.496121,-1.89373,-2.75666,-0.736535,-0.31611,0.155697,-0.310012,0.18779,-0.855879,-0.806653,-0.89358,-1.18638,-2.65719,0.189302,-0.0329008,-0.381138,-0.0532729,0.813419,-0.0274228,1.22927,-0.180002,-0.171746,-0.056732,-0.0917995,-0.0158493,-0.0301816,-0.00624244,-0.228791,-0.14853,-0.271819,2.1842,1.61391,0.069306,0.603304,-2.23517,-2.21912,-2.42465,1.67724,0.89492,2.02229
-91.7911,0.994773,0.0779399,6,63,0,120.983,0.1396,2.47548,-1.14633,0.628349,1.33172,-0.677938,-0.156905,-1.81784,-1.41089,0.473248,-0.293219,1.61148,-1.95138,-0.0238463,-0.775722,-0.444654,-0.858146,-1.93571,-2.70587,-1.11788,1.238,-0.983222,0.481075,0.272074,-1.58407,-1.4405,-2.58715,-2.02136,-1.35111,-0.46628,-1.10171,0.233776,1.32736,0.41343,-0.692233,-0.0287613,-1.07422,-0.123127,-0.393552,-0.0280787,1.69421,-0.590182,-0.034181,0.592962,-0.0314984,0.964586,-0.232192,-0.19366,-0.140216,-0.139401,0.0286009,-0.0209849,-0.0657355,-0.173341,-0.311109,-0.188312,3.96049,1.46084,0.57482,0.737635,-2.57522,-1.61275,-1.33924,-0.197909,-0.0636915,0.395396
-96.1339,0.982289,0.0779399,6,63,0,122.205,0.25904,-1.46446,2.0876,1.4442,0.244736,0.142044,-1.746,-1.28179,-2.41935,-0.5209,-0.496413,-0.110449,0.481439,0.991531,0.360594,1.56546,-0.55446,-2.17778,-1.86054,2.40109,-0.804299,0.424186,0.749975,-0.0057154,3.03462,1.47632,0.351355,-1.83362,-0.529446,0.88322,1.39621,1.49218,-0.287466,0.706857,0.913034,0.399803,-0.502707,-1.15177,0.55444,0.7899,-0.833672,1.08121,-0.0378141,1.26729,-0.0279267,0.558858,-0.184591,-0.246533,-0.0786055,-0.276741,-0.10144,-0.0782149,-0.142445,-0.176922,-0.164897,-0.165179,1.53649,2.56158,-0.0424043,3.04876,-1.85781,-2.81413,-3.2447,-0.483901,-0.257563,0.353581
-85.3257,0.996899,0.0779399,6,63,0,116.201,0.179952,1.53389,0.285821,0.729207,0.16178,-0.569385,-1.33897,-1.64908,-1.76329,-0.286397,0.349451,1.29232,-1.8243,0.511003,0.532699,0.327478,-1.3318,-1.32472,-3.17178,0.534848,1.28631,0.190289,1.3924,0.691784,0.0309441,-0.455168,-2.19147,-0.217538,-2.30322,0.508318,-1.25475,0.321239,0.266545,-0.0885295,0.978454,1.25042,-0.298312,0.697961,-1.20837,-0.952991,0.972019,0.723736,-0.0463131,1.05987,-0.0413833,1.10772,-0.146169,-0.193148,-0.15568,-0.140912,-0.0202425,-0.0656854,-0.0707809,-0.1972,-0.24856,-0.227725,1.5635,1.34933,0.823112,0.657872,-2.62994,-2.0545,-1.7289,0.442995,-1.13183,0.614697
-95.786,0.892976,0.0779399,6,63,0,114.321,0.220334,0.241449,0.131695,0.279302,1.29716,0.45628,-1.71525,-1.74398,-1.44641,-0.913868,-1.12963,2.24945,-0.848985,-0.11614,-0.359051,-0.00282602,-0.384585,-3.05516,-2.02737,0.176437,0.489971,-0.347193,-0.241504,0.624139,1.53634,-0.0853273,0.765004,-2.40973,-0.438338,0.225575,0.493252,1.60579,-0.42983,1.45102,-1.35521,0.114628,-0.555438,-2.92752,-0.896827,0.615453,-0.992619,0.512279,-0.0634334,1.57102,-0.0547643,1.36056,-0.181774,-0.177285,-0.143813,-0.159795,-0.0669883,-0.0260087,-0.115542,-0.288447,-0.176366,-0.23786,2.52995,1.42167,0.786585,1.00859,-2.42165,-3.60833,-4.44617,2.39229,-0.840453,0.737758
-94.9867,0.937157,0.0779399,6,63,0,130.678,0.220729,-0.544411,0.785154,1.26596,-0.0398182,-0.445073,-1.18263,-3.03476,-3.294,0.788753,-0.329092,0.463504,-0.843249,0.289761,0.619544,0.54249,-1.61752,-1.63059,-3.59806,1.72563,0.21192,0.644587,2.23346,-0.518222,0.102858,0.18312,-4.59404,-3.76964,-2.52705,0.376825,-0.444314,0.579802,1.77961,-0.07846,2.13578,1.19226,-0.732153,-0.589975,-2.04816,-0.340725,1.02233,0.246368,-0.0686847,1.648,-0.0371203,1.23602,-0.185057,-0.202189,-0.092254,-0.200996,0.00897886,-0.098709,-0.0777354,-0.198183,-0.261703,-0.239484,2.11473,1.79457,-0.0575744,2.15011,-2.37713,-1.64314,-1.26655,-1.0712,0.345575,1.39104
-101.771,0.999988,0.0779399,6,63,0,128.087,0.314568,-0.705568,-1.29718,0.0768737,1.10249,0.363995,-2.38709,-2.84415,-3.56356,-1.40423,-0.624078,0.605561,-0.686536,1.8318,-0.825019,0.085757,-2.25115,-5.58578,-4.45383,0.693056,-0.524896,0.0882872,-0.376227,1.14843,1.98453,0.712166,-0.114539,-2.12202,-4.52792,0.0393149,-1.20341,1.73658,-1.16351,2.08181,-0.685786,1.48031,-2.44828,-4.26549,-3.34602,-0.509911,0.423888,-0.494071,-0.091192,1.77859,-0.0487886,1.17562,-0.227212,-0.213515,-0.189486,-0.285427,-0.0336745,-0.0544448,-0.10994,-0.208142,-0.303025,-0.184041,3.30086,1.62725,1.42082,3.06302,-1.83632,-3.42499,-3.84519,0.637175,0.0785782,-0.0389269
-95.7387,0.936607,0.0779399,6,63,0,136.282,0.197826,2.19397,1.24113,0.809345,-0.568884,0.193067,-2.00472,-3.3402,-3.81825,0.0495219,-2.73757,-0.662274,-1.68558,0.212474,1.57284,1.0898,-1.63286,-2.23826,-3.9812,0.0774415,-0.188903,-0.87204,1.6341,-0.414111,1.23367,0.422934,-4.1911,-3.53214,-2.635,-1.05352,-1.59635,0.553665,0.790094,-0.148201,0.110921,0.849077,-1.70058,-1.30455,-2.39159,0.00811382,-0.248038,-0.55563,-0.0809843,1.47805,-0.0357379,1.66573,-0.223366,-0.27867,-0.193155,-0.261655,0.0505649,-0.0589252,-0.0694596,-0.224861,-0.304193,-0.284385,2.81019,2.28315,1.2433,1.82087,-3.09148,-2.52973,-3.13523,0.192277,0.539209,1.95999
