# 0.00881009, 3.29157, 0.664216, 0.949961, 1.08505, 0.924497, 0.876617, 0.541866, 0.969039, 1.15357, 0.620141, 0.742081, 0.923129, 1.08207, 0.605478, 0.627164, 0.721081, 0.938031, 1.07359, 1.14875, 1.9623, 1.69675, 1.7071, 1.9195, 2.3605, 2.07839, 2.26095, 2.32498, 2.84919, 2.53783, 0.906729, 1.01363, 1.49782, 1.08497, 1.1932, 1.38362, 1.24911, 1.21373, 0.756655, 0.617631, 0.867706, 1.19467, 0.00131229, 0.543916, 0.000213642, 0.151506, 0.00266689, 0.521565, 0.00286562, 0.715325, 0.0021959, 0.364091, 0.00263083, 0.659419, 0.00178684, 0.433497, 0.00222303, 0.626512, 0.00371522, 0.713054, 0.00386993, 0.725718, 0.00556388, 0.926113, 0.00361441, 0.822064
-97.9507,0.994837,0.0779399,6,63,0,142.49,0.214248,0.350972,0.206824,0.843413,0.666963,0.227606,-1.31941,-2.11296,-3.60135,0.672043,-1.74628,1.17965,-0.533148,1.63156,-0.463359,-1.46116,-1.14736,-1.83251,-3.85137,-0.714861,0.238475,-0.978485,1.98105,0.499885,-0.502081,1.29217,-2.27191,-2.99341,-4.16998,0.0843331,-0.772389,0.360413,-0.857919,0.207035,0.591173,-0.432864,-0.71223,0.511728,-3.14667,0.62401,0.778598,-0.100036,-0.0753421,1.57367,-0.0402248,1.0557,-0.176028,-0.157347,-0.166047,-0.155037,-0.0513658,-0.0620937,-0.0406776,-0.246014,-0.221348,-0.154063,1.97557,0.440499,1.51137,1.27577,-1.76698,-3.30123,-1.79685,0.88703,0.487883,0.557388
-97.8777,0.679022,0.0779399,6,63,0,137.32,0.210098,-0.663771,-0.279872,0.993555,0.703873,0.560263,-1.41223,-3.67582,-3.01279,0.546819,0.682538,1.34157,-0.202963,0.11831,0.626024,0.752302,-0.851751,-4.35041,-3.10731,0.701108,0.0216523,-0.923504,0.886849,0.213605,-0.254932,0.298817,-0.683241,-2.53162,-2.37315,2.43524,-1.4099,2.08078,-0.935885,-1.80657,0.285416,0.975428,-1.45296,-2.44489,-0.253256,0.594899,-1.13628,0.0484503,-0.0717891,1.79637,-0.0282561,1.39843,-0.233918,-0.237059,-0.178919,-0.275879,-0.0456186,-0.0296073,-0.090334,-0.189514,-0.23656,-0.143309,3.25868,2.57484,1.32904,3.0962,-2.31921,-2.53479,-2.95546,0.50692,0.671148,-0.0600519
-95.0576,0.974529,0.0779399,6,63,0,136.718,0.192602,2.29941,0.850241,0.314778,1.54376,-0.398765,-1.18111,-2.3816,-2.01149,-0.696343,-1.34621,-0.416065,-1.79553,0.428856,-1.45824,-0.39109,-0.271539,-3.45784,-1.06894,-1.20145,-1.0743,-0.6388,1.16632,-0.0151285,-1.01209,-0.825358,-1.47582,-2.05516,-2.50317,-0.0491538,-1.24359,0.278951,1.07893,-0.525755,-1.49073,-1.24141,-0.510618,-0.880218,-1.44245,-1.74996,1.59498,-2.03777,-0.0473118,0.644973,-0.041687,1.15462,-0.163288,-0.209967,-0.152343,-0.193062,-0.0142574,0.0218943,-0.0581741,-0.188092,-0.15195,-0.259773,1.45927,1.2981,0.56097,1.47498,-2.5658,-3.158,-2.99078,0.777935,-0.211552,1.88324
-101.039,0.973302,0.0779399,6,63,0,139.169,0.181657,1.34129,0.265656,0.377392,1.68168,-0.310741,-1.86649,-3.3628,-2.8799,-0.549809,-3.62944,0.616656,-3.01106,-0.608866,-1.53043,-0.26301,-0.187036,-2.90318,-3.0939,-0.366345,-1.63027,-0.593563,0.294168,-1.39317,-0.205281,0.89646,-1.01628,-1.89763,-3.69561,-0.617451,-1.14383,0.0704374,-1.44692,0.168665,-1.90859,-0.690439,-2.45845,-1.64764,-1.89582,-1.98317,0.440301,-1.09834,-0.0568795,0.553776,-0.0314796,0.883775,-0.160778,-0.209731,-0.176628,-0.198952,-0.0230833,-0.0256787,-0.0444487,-0.212475,-0.140962,-0.244242,2.67088,1.81701,1.71165,2.05852,-1.72481,-2.20881,-3.91213,0.246317,-0.937245,1.18263
-103.426,0.955471,0.0779399,6,63,0,133.132,0.302245,2.53141,-0.810602,0.285756,-0.82108,-1.6807,-1.19639,-1.0008,-3.75998,-1.49947,0.905517,-1.24206,0.367619,0.32441,0.555452,-0.45946,-2.58015,-4.32316,-3.98987,-0.757858,0.0509785,-1.17569,-0.479196,-0.247207,0.184379,-2.52984,-3.40458,-1.45789,-2.09622,-1.15334,-1.05241,0.287258,0.909423,-0.909341,0.661053,-0.228542,-1.02085,-2.3381,-0.719546,0.0326385,-2.74802,-0.372507,-0.0600626,0.962899,-0.0713369,1.97587,-0.273918,-0.322977,-0.210699,-0.273459,5.80894e-05,-0.0672095,-0.140496,-0.287646,-0.449244,-0.247832,2.81346,2.71155,0.799852,2.36706,-2.92766,-2.9655,-2.61302,0.617423,0.409939,0.237007
-103.581,0.91754,0.0779399,6,63,0,135.713,0.206761,-0.264672,2.06522,1.41874,-0.12186,1.13403,-1.2285,-1.38327,-2.41627,0.691874,1.26423,2.26837,-0.917473,-0.313895,1.24117,1.84694,-2.16139,-4.61927,-2.02408,0.211463,-0.858341,0.315716,-0.314798,-0.109405,0.0174449,0.671214,-3.40888,-2.06658,-2.44162,0.232039,-0.165023,-0.0212972,-0.296184,0.716063,0.879737,-0.859359,-0.515621,-1.67366,-1.67279,1.41681,0.736644,1.29085,-0.062492,2.0529,-0.0544898,1.68158,-0.160623,-0.173691,-0.109145,-0.221408,-0.013323,0.00819476,-0.0904379,-0.216763,-0.116839,-0.267532,1.80212,1.84859,0.411628,1.82998,-1.49261,-2.42018,-1.90609,0.175189,-1.58921,1.08397
-104.639,0.989522,0.0779399,6,63,0,135.113,0.162374,0.76746,-1.36491,0.57836,1.41878,-1.3065,-1.07092,-2.26913,-1.60171,-0.415458,-1.44786,3.25063,-0.691549,0.384632,-0.808791,0.494432,0.645373,-0.286084,-2.67372,1.06827,2.1796,-0.493414,2.73638,0.35707,1.58864,0.579967,0.788618,-1.05871,-1.85193,0.590468,1.28765,2.78721,1.9682,1.30543,1.20003,2.55133,-1.5595,0.198268,-1.43255,-0.581408,-0.0057931,0.0716868,-0.0421603,1.40429,-0.0288474,0.806668,-0.177165,-0.119517,-0.11408,-0.148418,-0.0199961,-0.0577004,-0.0534254,-0.232849,-0.272623,-0.307022,2.36941,0.173439,0.641971,1.59935,-2.62335,-2.03024,-3.12874,0.89796,0.397377,1.44599
-103.84,0.949797,0.0779399,6,63,0,145.307,0.102416,2.7365,0.392071,1.43368,0.348995,1.67257,-0.260687,-0.0533201,-0.701604,1.73279,2.18412,-0.0555897,0.866123,-0.233688,1.71782,1.32852,-1.24287,-3.25184,-1.41274,0.613659,0.0624507,0.62798,1.15487,0.870581,0.11382,1.58956,-2.62302,-1.19846,-0.0520612,1.41883,1.31815,0.697036,-0.527037,0.75648,0.94562,-0.162031,0.482437,-0.382081,0.332994,3.18587,1.14758,2.22319,-0.0201123,1.45938,-0.0345538,0.987526,-0.323174,-0.222478,-0.175938,-0.25652,0.0145221,0.0299021,-0.0280069,-0.220199,-0.278893,-0.188529,4.00129,1.86528,0.796643,1.95086,-1.90894,-2.10368,-1.86099,-0.97485,0.0960171,0.0615558
-110.129,0.806266,0.0779399,6,63,0,137.492,0.177474,1.07078,0.52716,0.781253,2.0008,0.764689,-2.00987,-2.2121,-1.2218,-0.248463,-1.77491,3.10367,-0.258072,1.44107,0.0776001,0.548462,-0.519043,0.711719,-1.72127,1.61364,1.47832,1.68011,1.85136,0.460641,3.02734,0.565291,1.19818,1.07529,-0.890558,0.700056,0.707678,3.07167,2.88211,1.86571,1.63816,2.47727,0.574694,-1.02541,-0.609609,-1.3328,1.1815,-0.313757,-0.00929075,1.00475,-0.0444844,1.24006,-0.182515,-0.193388,-0.178542,-0.269201,0.0029817,-0.031692,-0.0656374,-0.295328,-0.210258,-0.359337,2.06617,1.45592,0.832295,2.84566,-2.40762,-3.19917,-2.60337,1.19672,-0.419037,2.22513
-105.303,0.97901,0.0779399,6,63,0,141.316,0.162274,0.49177,1.65318,1.22536,0.587875,0.172364,0.119054,-1.53238,-2.60871,0.870786,-0.416614,2.04363,0.0192767,1.02859,-0.859752,1.18461,-0.00668122,-2.05781,0.0874897,1.8011,1.45526,0.512119,1.93136,-0.227358,0.858875,1.33267,1.82334,-0.570027,1.6233,-0.128422,-0.120558,2.94728,2.48641,2.40353,2.24062,0.363249,-0.423577,0.0912703,1.89055,-0.290217,3.0858,0.230864,-0.0178275,1.50782,-0.03797,1.45608,-0.16524,-0.203987,-0.0856067,-0.236612,-0.0227784,-0.039271,-0.106682,-0.297182,-0.144869,-0.294046,1.53895,1.82573,0.316252,2.571,-2.06725,-2.35689,-1.5016,1.97658,-1.02067,1.03105
-95.7456,0.99963,0.0779399,6,63,0,133.864,0.303819,-0.968184,0.210153,1.65956,1.20312,0.165185,-1.33218,-5.03539,-5.20288,-0.513665,-0.0712457,0.132259,-0.278181,1.34153,1.30839,0.811782,-1.9665,-3.36282,-3.10875,0.70047,0.742629,0.387028,0.68004,1.26544,1.65955,0.451147,-3.00508,-3.16129,-3.19126,2.12994,0.147955,-0.0128632,-0.124759,0.163207,0.499533,2.0556,-2.56994,-1.93383,-2.86057,1.58098,-2.15984,1.11038,-0.0906572,2.09061,-0.0525425,1.75846,-0.262813,-0.270978,-0.180219,-0.234827,-0.0591828,-0.0682375,-0.103081,-0.208419,-0.379092,-0.178861,3.44838,2.61412,0.688428,2.26751,-2.08448,-3.24752,-4.40749,-0.778594,0.755327,-0.0921737
-95.9092,0.760127,0.0779399,6,63,0,130.83,0.229537,-0.443111,1.09042,0.895645,1.73357,-0.718107,-2.1738,-0.841128,-1.13453,-0.00570521,-0.230331,1.39807,-0.442533,0.794404,1.19981,1.93462,-1.15345,-3.37722,-3.75446,-0.0844254,1.08438,0.163401,0.448434,-0.46094,1.06752,0.212497,-0.93375,-1.62562,-2.84727,0.850858,0.0299966,1.34375,0.917477,1.63202,-0.469531,0.290599,-0.53474,-1.07915,-2.13694,0.0569385,2.6366,-1.03953,-0.0523024,1.38659,-0.0553851,1.12058,-0.158135,-0.281615,-0.188746,-0.187269,-0.0311209,-0.0925211,-0.117015,-0.175115,-0.254307,-0.219284,1.58168,3.15227,0.879057,1.12457,-3.01687,-1.52115,-3.29661,-0.777184,0.929943,0.63589
-97.8615,0.971993,0.0779399,6,63,0,132.671,0.173945,2.2573,0.570418,1.63539,-0.890523,-1.19808,-1.22442,-3.84946,-4.20767,-0.970781,0.208083,1.31264,-0.146834,0.45298,-0.53044,0.843181,-1.32946,-2.41571,-2.71353,-0.271803,-0.076205,1.22,1.21404,2.01852,3.21174,0.938894,-2.301,-2.08808,-2.4043,0.519173,1.43978,0.845901,0.557805,0.20628,1.39008,1.74336,-2.35284,-0.333107,-1.42412,-0.177069,0.523477,0.418976,-0.0725528,1.87271,-0.0391572,1.21558,-0.275251,-0.168961,-0.152875,-0.300003,-0.0283805,-0.0208182,-0.0732081,-0.219403,-0.242684,-0.321622,3.1182,0.072624,1.26288,3.02535,-1.86196,-2.74567,-2.7974,0.0755859,0.352704,1.20353
-105.106,0.988472,0.0779399,6,63,0,133.011,0.296447,-2.81185,1.45029,-0.307914,2.4206,0.405732,-2.39941,-1.55637,-1.55434,0.48931,-0.507236,1.80026,-0.342096,1.62455,1.81728,0.788088,-2.32011,-3.7822,-3.82567,2.30461,2.13299,0.70371,1.11744,0.040437,-0.714348,-0.665438,-0.974406,-2.27718,-2.98562,1.41867,0.405141,3.83298,3.36956,1.17146,1.14668,1.0084,-0.592378,-1.57249,-3.84741,0.679048,0.00166778,1.90173,-0.0779045,2.46155,-0.0567738,1.38978,-0.210546,-0.234518,-0.135506,-0.205289,-0.0698436,-0.110972,-0.124876,-0.232292,-0.307623,-0.179659,2.96259,3.30221,0.0561424,2.32931,-2.98677,-1.7169,-3.58841,-0.138492,0.645109,-0.0693234
-103.097,0.967702,0.0779399,6,63,0,131.853,0.197863,1.6127,0.00457052,3.26722,0.0897637,0.652132,-1.36566,-3.18818,-3.19598,-0.270854,-0.242134,0.701452,0.0678933,0.32673,-0.649819,0.753801,-1.42076,-4.43658,-3.46294,-0.725229,-0.98811,-0.260045,1.70508,1.70599,3.54971,1.92863,-2.79698,-3.13205,-3.40415,0.100405,0.217296,-0.897558,-0.57271,1.58884,1.07188,1.19652,-3.34873,-3.61296,-3.72928,0.712688,1.07109,-0.000487871,-0.109754,2.65794,-0.0460199,0.978724,-0.171656,-0.252376,-0.158547,-0.23347,0.0335846,-0.0226771,-0.0896352,-0.213441,-0.244816,-0.220397,1.11891,1.22924,1.32475,1.29786,-2.44039,-3.20033,-1.47847,0.499356,-0.18138,1.12129
-104.692,0.959688,0.0779399,6,63,0,135.411,0.298461,-2.51374,1.13768,-0.651167,2.02678,-1.07725,-2.34612,-3.53077,-4.50559,0.615854,-0.604554,3.17283,-0.772321,0.462202,1.37371,0.739085,-2.25817,-3.56851,-4.88009,1.59901,1.38709,0.595599,0.548483,-0.317121,-0.81276,-1.30385,-2.42694,-3.01745,-2.99374,0.644463,0.593071,3.55888,0.984385,1.59388,0.236495,1.41048,-0.608385,-0.87185,-3.24225,0.0641658,-0.776285,0.547382,-0.096265,2.5199,-0.0301639,1.07299,-0.232973,-0.167881,-0.0867912,-0.198251,-0.0154331,-0.111812,-0.101424,-0.216841,-0.225713,-0.242779,3.46109,1.94516,-0.080722,2.56576,-2.3124,-2.03147,-3.63919,0.398302,-0.921113,0.534563
-102.985,0.971322,0.0779399,6,63,0,136.762,0.355944,-2.46296,0.41037,2.87165,0.0709853,0.866648,-0.0328497,-2.28126,-2.61461,0.590798,-0.437686,0.819894,0.551985,1.18115,-0.612187,1.3261,-2.97532,-3.38409,-3.67715,0.916165,-0.421853,0.101424,2.09833,2.28318,2.09644,1.59981,-1.86988,-2.09531,-3.3901,-0.0970129,0.0329612,0.196357,1.2313,1.43592,0.374174,2.03103,-2.88255,-2.14259,-1.82636,1.4192,1.9161,-0.505324,-0.0833082,2.46037,-0.062623,1.34513,-0.199373,-0.166026,-0.0902616,-0.251387,-0.0438036,-0.136781,-0.191564,-0.290386,-0.21522,-0.282789,2.71716,-0.17171,0.304938,1.84107,-2.91416,-2.07089,-2.91178,0.190823,-0.626463,2.19798
-109.17,0.980244,0.0779399,6,63,0,146.023,0.256349,2.2833,0.316552,2.10236,0.0738248,-1.60907,-1.08728,-3.38167,-4.27097,-2.40641,-3.32851,-0.460335,-1.12017,0.960297,-0.740145,1.17336,-1.80654,-5.37522,-5.14989,-0.345227,-1.86667,-1.71847,0.491569,-0.763266,-2.46375,-3.48308,-3.26844,-3.32215,-2.9618,-0.911572,-1.49632,1.10548,0.505645,-3.05605,-1.80266,-0.77746,-2.1638,-3.49211,-2.41422,-1.2299,-1.71012,-0.822036,-0.0979628,1.30823,-0.0375277,1.20094,-0.220666,-0.33732,-0.23546,-0.235666,-0.030725,-0.0194669,-0.0922375,-0.231429,-0.279821,-0.175813,1.78082,2.67142,2.24198,1.62969,-1.80528,-3.49754,-1.91994,-0.439915,1.40126,-0.350116
-110.183,0.970259,0.0779399,6,63,0,141.79,0.188995,1.53755,-0.406323,-0.681158,0.346419,0.10285,-1.01974,-0.650189,-1.2024,0.888371,1.5033,0.483426,-1.10924,-0.662118,0.117023,-0.637257,0.278376,-2.05427,-1.95564,-0.207705,1.5912,-0.455412,-0.43273,-0.915667,2.44614,2.35304,0.448506,1.54436,0.746195,-1.06175,0.0712831,-0.782562,-0.812914,2.9567,1.07599,0.292118,0.196846,1.7363,0.948723,0.0182866,0.279798,0.0959878,0.00705378,0.239887,-0.0689651,2.06683,-0.243415,-0.180367,-0.0960008,-0.300347,-0.054366,-0.0788914,-0.0488064,-0.293973,-0.30231,-0.244121,3.66329,1.87291,-0.315759,3.46116,-2.78972,-2.33898,-4.22146,1.1835,-0.704283,1.18191
-108.273,0.954778,0.0779399,6,63,0,146.219,0.232507,0.965881,-0.590505,-0.337811,0.474794,-0.477383,-1.54688,-1.92664,-1.01267,0.366396,1.54462,1.08149,-2.15235,0.675609,-0.623148,0.36438,-0.585415,-1.66585,-1.51837,0.057113,0.864875,-1.08697,0.239753,-1.07481,1.86044,1.12809,-0.286362,1.10498,-1.43731,0.164446,1.43893,-0.0075222,1.19355,0.636622,1.48561,0.10329,2.70554,1.86825,-1.28708,0.938966,-0.155256,1.45113,-0.00993567,0.749843,-0.0742181,2.20693,-0.191363,-0.197092,-0.134098,-0.30184,-0.0405739,-0.0780442,-0.147717,-0.234701,-0.311525,-0.303783,2.45984,1.5218,0.294595,3.58904,-2.16497,-3.76283,-4.6303,0.43639,-0.687888,2.44697
-94.4946,0.999425,0.0779399,6,63,0,133.424,0.197645,0.154593,1.16488,1.67144,0.712769,0.780213,-0.570176,-2.4619,-4.21614,-0.884317,-2.37756,-0.0202539,1.04179,0.278932,0.177518,0.849199,-1.18538,-4.345,-4.59335,0.783826,-0.649263,1.19508,1.4783,0.981708,0.32598,-0.879644,-1.68154,-2.37848,-1.29212,0.164655,-0.996767,1.61368,-0.396133,0.707744,-0.421876,1.24178,-3.96691,-2.08944,-1.1997,-1.04229,0.27818,-1.21209,-0.0817817,1.58762,-0.0490661,1.03518,-0.229674,-0.247407,-0.117902,-0.216871,0.0168164,-0.0337673,-0.0739728,-0.185981,-0.169518,-0.176059,2.21908,2.56114,0.545539,1.87381,-2.40174,-2.41183,-3.07011,-0.0850012,0.600182,0.589449
-98.4646,0.89395,0.0779399,6,63,0,130.168,0.258874,2.01444,-1.02607,0.240983,0.179959,-0.982409,-2.37995,-3.19267,-3.62722,-0.0242417,-1.61458,0.515349,-2.39424,0.579391,0.363776,0.371049,-0.544978,-3.15523,-4.9789,-0.157254,0.392817,-1.56175,-0.00585652,-0.0197313,0.639407,1.07708,-1.50739,-3.78803,-1.54747,-2.16106,0.9313,-0.533725,1.40413,0.228276,0.64407,-0.856379,-1.66139,-1.74481,-1.52929,0.421782,-0.615832,0.793488,-0.0807855,1.6174,-0.0510731,1.08384,-0.195543,-0.217596,-0.222395,-0.30029,-0.0640313,-0.0288023,-0.0751997,-0.309041,-0.315377,-0.279146,2.32942,1.59769,0.696932,2.53345,-1.99491,-3.00063,-2.47034,1.09918,0.293132,1.16998
-95.2616,0.978425,0.0779399,5,63,0,129.081,0.256783,1.81361,-0.837579,0.367766,0.322592,-0.806786,-2.57838,-3.2146,-3.5031,0.156653,-1.54557,0.476499,-2.40498,0.376474,0.597192,0.556981,-0.136994,-2.71948,-5.36552,-0.728452,0.459493,-1.41897,-0.0387387,0.103885,0.357425,0.76932,-1.33482,-4.44012,-1.09745,-1.82526,0.967087,-0.663551,1.20796,0.079704,0.923153,-1.04294,-1.66589,-1.66388,-1.70213,0.333079,-0.457746,0.756444,-0.0827571,1.39775,-0.049127,1.14322,-0.192119,-0.214175,-0.20022,-0.275937,-0.0448541,-0.0517512,-0.0619672,-0.321552,-0.322264,-0.274264,2.38466,1.376,0.597541,2.53424,-1.884,-3.15752,-2.45859,0.856441,0.449861,1.46697
-102.662,0.976868,0.0779399,6,63,0,130.433,0.290041,-1.16596,0.18549,0.822293,0.658171,-1.30388,-1.25383,-1.17801,-2.26336,-0.292042,-0.344089,-0.528491,0.128214,0.661808,-0.859211,1.03118,-2.97013,-3.56013,-1.55754,1.54248,-0.895006,-0.116087,0.846325,0.537499,0.58503,-2.25827,-2.3405,0.0920979,-4.05968,0.87039,-0.316393,0.960637,-1.32113,0.244413,-0.6216,2.09305,-0.51138,-1.41754,-2.46716,-1.12499,-0.710345,-1.12095,-0.0705934,1.262,-0.0238547,1.62227,-0.187497,-0.25957,-0.125006,-0.125057,-0.0618644,-0.0755905,-0.150625,-0.282136,-0.266833,-0.183485,2.25328,2.88723,0.942493,0.795799,-1.93804,-2.39314,-3.32065,1.49646,-0.252266,1.04684
-101.245,0.936139,0.0779399,6,63,0,131.662,0.222427,1.54882,1.30099,0.87734,0.576427,1.43726,-2.0929,-2.70564,-2.82663,0.0263565,-0.744553,1.14771,-1.20475,-0.183565,1.79599,-0.130934,-0.536054,-2.07002,-1.80415,-0.073712,1.3196,1.08642,0.630725,-0.350638,1.29069,2.26332,-0.299742,-2.37823,-3.90683,-0.711712,0.393396,1.55736,1.65693,1.2332,1.78926,-0.718157,-0.77149,-0.471394,-2.31528,1.1843,0.687571,1.85195,-0.0717656,1.9735,-0.0525544,1.75983,-0.284398,-0.144748,-0.215318,-0.323342,-0.0427819,-0.0528804,-0.0883056,-0.176124,-0.299744,-0.281425,3.05431,0.00407098,0.814116,2.78112,-2.91891,-3.35381,-2.91609,-0.675624,-0.917943,0.792973
-105.99,0.94226,0.0779399,6,63,0,138.84,0.180255,0.967096,0.892124,1.27856,2.10344,0.117216,0.220774,-1.18482,-1.66955,0.0600495,-1.00059,0.955512,0.690786,-0.368327,0.465773,2.2806,-0.267678,-1.90276,-4.42058,-1.92385,-0.531502,-0.586822,0.673478,-0.163181,-0.633596,-0.76724,-2.62294,-1.4655,-0.79463,1.95105,1.11329,-0.259898,0.468483,2.35758,2.77648,1.55633,0.0170683,-0.855774,-1.60781,1.32768,-0.760497,-1.20184,-0.0480939,1.51975,-0.0710176,1.73898,-0.248829,-0.244344,-0.191971,-0.255111,-0.0479716,-0.0549566,-0.0503093,-0.15343,-0.197466,-0.219539,2.38207,2.39424,1.14448,1.90666,-2.48863,-3.16906,-2.92824,0.00913026,1.0126,1.06648
-114.142,0.983134,0.0779399,6,63,0,139.827,0.25973,2.48755,0.297982,0.371805,-0.0666702,1.03232,-2.31627,-2.00098,-2.58759,0.766649,-0.0922407,0.0163734,-0.941339,0.341794,0.901906,-1.84419,-1.74009,-2.55917,-0.524373,1.26911,0.822889,1.01216,0.532278,-0.152416,1.11436,1.35924,0.0767094,-1.40184,-2.86442,-1.03698,-1.40423,1.80124,0.409668,-0.258471,-2.0342,1.11003,-2.41379,-1.23612,-1.27222,-0.355479,0.302605,1.64689,-0.0595213,1.51083,-0.0519087,1.65679,-0.220142,-0.256398,-0.23833,-0.316537,0.0533747,-0.0590388,-0.144573,-0.320541,-0.233893,-0.413628,1.46421,1.63171,0.885591,2.51456,-3.61617,-3.3035,-4.26031,-0.796339,-2.91203,2.17618
-113.296,0.834259,0.0779399,6,63,0,151.262,0.041238,3.95787,0.622672,0.0400749,1.16378,-0.948111,0.424971,-1.41874,-1.55136,-1.19123,-0.238333,-0.858465,-1.85089,1.04126,-0.837626,1.65017,0.389265,-2.10882,-4.48644,-1.03948,-1.49443,1.07222,-0.277778,-0.518873,1.33448,-1.15072,-2.68023,-1.66016,-1.3594,0.409624,1.52417,0.278503,1.0151,1.27789,2.81488,0.448433,0.0516104,-0.963071,-1.78455,1.63184,-0.0141597,-0.156842,-0.0479745,1.32545,-0.0324758,0.835935,-0.180874,-0.240233,-0.173098,-0.154825,-0.01156,0.0140911,0.00816342,-0.1518,-0.240141,-0.301474,2.29244,2.0962,1.27285,0.100673,-1.61513,-2.19527,-1.79473,0.694903,1.42107,1.59978
-108.194,0.994703,0.0779399,6,63,0,152.671,0.0929597,2.57952,-0.434885,1.63704,0.307321,0.216831,-1.27179,-2.59797,-2.02753,-0.0337708,-0.409172,2.55903,-0.991062,0.310604,1.17204,-0.584817,-1.24737,-2.17045,-0.37089,3.57022,1.23432,-0.12289,-0.420154,-0.523054,1.26324,0.912603,0.587144,-0.66572,-1.39431,0.313006,-1.81197,0.86612,-0.962477,-1.34885,-0.968925,-0.492749,-0.59931,0.442892,0.527649,0.354328,-0.211555,0.681621,-0.0229012,0.864582,-0.023225,0.891734,-0.193592,-0.186711,-0.128391,-0.275395,0.0415519,-0.0161275,-0.0507494,-0.33691,-0.138062,-0.232945,2.49191,1.1289,-0.241633,3.08302,-2.49209,-1.64268,-3.43577,1.26296,-1.5364,0.0473254
-106.133,0.820884,0.0779399,6,63,0,141.094,0.287842,0.536606,0.854497,0.169669,0.598503,-0.624426,-1.4832,-1.87781,-3.66281,-0.314544,-1.3086,-1.4987,-0.455815,-0.0437172,-1.60342,0.652658,-0.802886,-3.24017,-3.20164,-2.49866,-0.504418,-0.161093,1.94947,0.204222,-0.203201,-2.0408,-2.14448,-1.71525,-2.99023,0.102805,1.09078,0.617001,1.54426,1.67658,1.22939,0.915776,-0.396688,-1.33975,-1.71927,-0.486101,-0.259982,-0.513596,-0.0522158,0.898691,-0.0440912,1.82908,-0.305886,-0.211921,-0.135287,-0.173335,-0.0684867,-0.0784422,-0.125629,-0.149475,-0.268695,-0.21196,3.81897,2.29482,1.23096,0.648899,-2.15525,-3.36639,-1.90175,-1.19182,0.827996,1.28326
-94.4351,0.982718,0.0779399,6,63,0,135.252,0.238515,1.06692,1.03807,0.803922,1.71621,-0.843158,-1.10748,-2.73612,-3.70615,-0.484236,-0.127233,0.450273,-0.998598,-0.0449887,-1.35186,0.127522,-2.445,-4.41579,-3.94368,0.0513764,-0.428783,-0.398714,1.0413,-0.863533,1.259,-0.579413,-0.81118,-2.09056,-3.45356,0.811232,0.10815,0.812979,0.829416,-0.151864,1.77305,1.44453,-2.28322,-2.6765,-2.31676,-0.292964,-0.12618,-0.621308,-0.0931173,1.84222,-0.0413261,1.20684,-0.204686,-0.243927,-0.135998,-0.259897,0.008308,-0.0887537,-0.0854124,-0.270481,-0.239398,-0.212295,2.35598,2.04392,0.793729,3.20775,-2.45039,-2.27641,-2.28945,0.381372,1.16004,0.801014
-95.1856,0.999766,0.0779399,6,63,0,122.344,0.162339,1.22527,-0.106096,1.42737,0.165945,0.498379,-0.755966,-1.23634,-2.9077,0.824056,-1.07632,0.232239,-0.916915,0.930166,1.34066,1.36615,-0.27805,-2.67607,-3.26095,1.4775,1.04331,0.0270206,1.87012,1.05585,1.18882,0.370688,-0.963773,-1.97993,-2.47677,0.307864,0.624291,0.533694,-0.787213,-0.677438,-1.16864,-1.1338,-0.0953703,-0.921033,-1.78812,0.108175,-0.68095,0.264334,-0.0438974,0.940115,-0.0540479,1.38498,-0.176754,-0.221119,-0.111888,-0.170762,-0.0180602,-0.0112289,-0.0743743,-0.228854,-0.185913,-0.178086,2.62421,1.29547,0.434999,0.758318,-2.70156,-3.02055,-2.64831,-1.48252,-0.665967,0.660216
-92.9197,0.978338,0.0779399,6,63,0,122.252,0.17059,0.551661,0.748341,0.383914,-0.657799,-0.187019,-0.576752,-2.10092,-1.23053,-0.262937,-0.324869,1.16061,-1.52284,-0.764932,-1.23029,0.312133,-1.44492,-2.36118,-2.03424,0.0456534,-0.8659,-0.0677424,-0.289873,-0.891697,0.189624,-0.156027,-1.27129,-1.20656,-0.532655,1.53656,0.444314,0.0334879,-0.355496,0.715395,0.236668,0.75227,-0.0978061,-1.24856,-0.952519,-0.927733,-0.787108,-0.878098,-0.0482888,1.00049,-0.0402814,0.924608,-0.208971,-0.175942,-0.0752006,-0.168768,-0.0192552,-0.0425368,-0.0351996,-0.184311,-0.126821,-0.196997,2.55894,2.29198,-0.0444072,1.45156,-1.30828,-2.44329,-2.62282,-0.127954,-0.195039,0.992664
